,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,663757,5,5,2,2,0,0,0,0,1,0,1
1,665487,5,5,1,1,0,0,0,0,0,0,0
2,630105,4,3,0,0,0,0,0,0,1,1,0
3,592518,4,4,3,1,2,0,0,1,3,0,0
4,543333,4,4,2,2,0,0,0,1,1,0,0
5,571976,3,3,2,0,1,0,1,5,1,0,0
6,595777,4,4,1,1,0,0,0,0,0,0,1
7,605170,4,4,1,1,0,0,0,0,0,0,2
8,677960,2,2,0,0,0,0,0,0,0,0,1
9,613534,0,0,0,0,0,0,0,0,0,0,0
10,502054,1,1,1,1,0,0,0,0,0,0,0
11,641941,0,0,0,0,0,0,0,0,0,0,0
12,657612,0,0,0,0,0,0,0,0,0,0,0
13,519141,0,0,0,0,0,0,0,0,0,0,0
14,673490,1,1,1,1,0,0,0,0,0,0,0
15,453343,0,0,0,0,0,0,0,0,0,0,0
