,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,669242,5,5,2,2,0,0,0,0,0,0,0
1,500874,5,4,1,1,0,0,0,0,0,1,2
2,502671,5,5,1,1,0,0,0,0,0,0,2
3,641933,5,4,1,1,0,0,0,0,0,1,0
4,657557,4,4,0,0,0,0,0,0,0,0,2
5,446308,4,4,1,1,0,0,0,0,0,0,1
6,664056,4,4,0,0,0,0,0,0,0,0,2
7,543939,3,3,1,1,0,0,0,0,1,0,0
8,641712,2,2,0,0,0,0,0,0,0,0,1
9,605154,0,0,0,0,0,0,0,0,0,0,0
10,592660,1,1,1,0,1,0,0,1,0,0,0
11,606149,0,0,0,0,0,0,0,0,0,0,0
12,607231,0,0,0,0,0,0,0,0,0,0,0
13,643778,0,0,0,0,0,0,0,0,0,0,0
14,451594,1,1,1,0,0,0,1,1,1,0,0
