,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,607208,5,5,2,2,0,0,0,1,0,0,1
1,452678,5,4,1,1,0,0,0,1,1,1,0
2,448281,0,0,0,0,0,0,0,0,0,0,0
3,543685,5,5,2,1,1,0,0,2,0,0,0
4,665742,5,4,1,1,0,0,0,0,0,1,1
5,475582,5,5,1,1,0,0,0,0,0,0,1
6,435559,5,4,0,0,0,0,0,0,0,1,1
7,645302,5,5,1,0,1,0,0,0,0,0,1
8,467827,4,3,1,1,0,0,0,0,2,1,0
9,434671,2,2,1,1,0,0,0,0,0,0,1
10,519326,0,0,0,0,0,0,0,0,0,0,0
11,664057,1,0,0,0,0,0,0,0,1,1,0
12,593833,0,0,0,0,0,0,0,0,0,0,0
13,407845,0,0,0,0,0,0,0,0,0,0,0
14,435062,1,1,1,1,0,0,0,0,0,0,0
