,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,451089,5,5,1,1,0,0,0,0,0,0,2
1,518960,4,4,1,1,0,0,0,0,0,0,1
2,460075,4,4,3,2,0,0,1,1,2,0,0
3,452252,4,3,0,0,0,0,0,0,0,1,0
4,501981,4,4,0,0,0,0,0,0,0,0,2
5,571697,4,4,1,0,1,0,0,0,0,0,2
6,516416,3,3,0,0,0,0,0,0,0,0,1
7,541650,2,2,0,0,0,0,0,0,0,0,1
8,467070,2,2,0,0,0,0,0,0,0,0,2
9,490063,2,2,0,0,0,0,0,0,0,0,0
10,502582,1,1,0,0,0,0,0,0,0,0,1
11,502026,0,0,0,0,0,0,0,0,0,0,0
12,519293,0,0,0,0,0,0,0,0,0,0,0
13,595386,1,1,0,0,0,0,0,0,0,0,0
14,518468,0,0,0,0,0,0,0,0,0,0,0
