,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,543281,5,4,0,0,0,0,0,0,0,1,2
1,474568,4,4,0,0,0,0,0,0,0,0,2
2,570256,1,1,0,0,0,0,0,0,0,0,1
3,457705,4,4,1,1,0,0,0,0,0,0,1
4,628356,4,3,0,0,0,0,0,0,0,1,0
5,516782,3,3,0,0,0,0,0,0,0,0,2
6,434604,4,4,0,0,0,0,0,0,0,0,2
7,446481,4,4,3,2,1,0,0,0,0,0,1
8,455755,3,3,0,0,0,0,0,0,0,0,1
9,435522,1,1,1,1,0,0,0,0,1,0,0
10,450203,2,2,0,0,0,0,0,0,0,0,2
11,133380,1,0,0,0,0,0,0,0,0,1,0
12,465753,0,0,0,0,0,0,0,0,0,0,0
13,491708,0,0,0,0,0,0,0,0,0,0,0
14,430599,0,0,0,0,0,0,0,0,0,0,0
15,476883,1,1,1,1,0,0,0,1,0,0,0
