,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,400284,5,5,1,1,0,0,0,0,0,0,1
1,491646,0,0,0,0,0,0,0,0,0,0,0
2,425796,1,1,0,0,0,0,0,0,0,0,0
3,546318,6,6,1,1,0,0,0,0,0,0,2
4,596748,5,4,0,0,0,0,0,0,0,1,0
5,429667,5,5,1,0,0,0,1,1,1,0,1
6,502126,5,5,1,0,0,0,1,1,1,0,1
7,520471,5,5,1,1,0,0,0,0,0,0,3
8,605125,5,4,1,0,0,0,1,1,1,1,2
9,593576,0,0,0,0,0,0,0,0,0,0,0
10,571704,0,0,0,0,0,0,0,0,0,0,0
11,519237,5,5,1,0,0,0,1,1,1,0,2
12,605400,2,2,0,0,0,0,0,0,0,0,2
13,433217,1,1,1,1,0,0,0,0,0,0,0
14,472610,0,0,0,0,0,0,0,0,0,0,0
15,542587,0,0,0,0,0,0,0,0,0,0,0
16,514917,2,1,0,0,0,0,0,0,0,1,1
