,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,514917,5,5,1,0,0,0,1,1,1,0,1
1,656555,5,5,2,1,1,0,0,0,0,0,2
2,452678,4,4,0,0,0,0,0,0,0,0,1
3,467793,4,4,0,0,0,0,0,0,0,0,1
4,546318,3,3,0,0,0,0,0,0,0,0,0
5,660853,0,0,0,0,0,0,0,0,0,0,0
6,595284,1,1,0,0,0,0,0,0,0,0,0
7,605388,0,0,0,0,0,0,0,0,0,0,0
8,641487,2,2,1,1,0,0,0,0,1,0,0
9,430832,1,1,0,0,0,0,0,0,0,0,0
10,595751,3,2,0,0,0,0,0,0,0,1,1
11,467092,1,1,0,0,0,0,0,0,0,0,1
12,601713,1,1,0,0,0,0,0,0,0,0,1
13,571506,1,1,0,0,0,0,0,0,0,0,1
14,472610,0,0,0,0,0,0,0,0,0,0,0
15,571437,2,2,2,0,2,0,0,0,1,0,0
16,596451,4,4,1,1,0,0,0,2,1,0,1
