,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,606466,4,4,1,0,0,1,0,0,1,0,0
1,444482,4,4,2,1,1,0,0,2,0,0,1
2,500871,3,3,1,1,0,0,0,1,0,0,0
3,572233,4,4,1,1,0,0,0,0,0,0,2
4,571875,3,3,0,0,0,0,0,0,0,0,0
5,641796,1,1,0,0,0,0,0,0,0,0,0
6,518813,0,0,0,0,0,0,0,0,0,0,0
7,430945,4,4,0,0,0,0,0,0,0,0,2
8,605113,4,3,2,2,0,0,0,0,0,1,0
9,608348,4,4,1,1,0,0,0,0,0,0,0
10,518876,2,1,0,0,0,0,0,0,1,1,0
11,582494,0,0,0,0,0,0,0,0,0,0,0
12,656464,0,0,0,0,0,0,0,0,0,0,0
13,519008,0,0,0,0,0,0,0,0,0,0,0
14,527038,1,1,1,0,1,0,0,0,1,0,0
