,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,669222,5,4,0,0,0,0,0,0,0,1,3
1,458015,5,5,1,1,0,0,0,0,0,0,2
2,553993,5,4,1,1,0,0,0,0,2,1,0
3,608385,5,4,1,1,0,0,0,0,2,1,0
4,518618,4,3,2,1,0,0,1,1,2,1,1
5,578428,5,5,3,3,0,0,0,2,1,0,1
6,642165,3,2,1,0,1,0,0,2,1,1,1
7,453172,0,0,0,0,0,0,0,0,0,0,0
8,593974,0,0,0,0,0,0,0,0,0,0,0
9,592200,1,1,0,0,0,0,0,1,0,0,0
10,622491,1,1,0,0,0,0,0,0,0,0,0
11,547179,1,1,0,0,0,0,0,0,0,0,1
12,640447,2,2,0,0,0,0,0,0,0,0,1
13,596112,0,0,0,0,0,0,0,0,0,0,0
14,571466,3,3,1,0,0,0,1,3,1,0,0
15,456696,0,0,0,0,0,0,0,0,0,0,0
16,606299,1,1,1,1,0,0,0,0,0,0,0
