,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,500208,4,4,1,0,0,1,0,0,1,0,0
1,576397,4,4,0,0,0,0,0,1,0,0,0
2,461314,4,4,0,0,0,0,0,0,0,0,1
3,457708,4,4,1,0,0,1,0,0,1,0,0
4,477165,4,4,1,0,1,0,0,1,0,0,2
5,519083,4,3,0,0,0,0,0,0,0,1,0
6,506560,4,3,0,0,0,0,0,0,0,1,0
7,608671,2,2,1,0,0,0,1,1,1,0,0
8,502032,0,0,0,0,0,0,0,0,0,0,0
9,543883,0,0,0,0,0,0,0,0,0,0,0
10,543105,1,1,0,0,0,0,0,0,0,0,0
11,534812,0,0,0,0,0,0,0,0,0,0,0
12,457754,0,0,0,0,0,0,0,0,0,0,0
13,571057,0,0,0,0,0,0,0,0,0,0,0
14,628333,1,1,0,0,0,0,0,0,0,0,1
15,425834,2,2,1,1,0,0,0,0,0,0,0
