,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,572041,5,5,2,2,0,0,0,2,0,0,1
1,500871,5,5,1,0,0,0,1,1,1,0,2
2,502671,5,5,1,1,0,0,0,0,0,0,2
3,444482,5,5,1,1,0,0,0,0,0,0,1
4,519306,5,3,0,0,0,0,0,0,0,2,2
5,605113,5,5,2,2,0,0,0,0,1,0,0
6,606466,5,4,0,0,0,0,0,0,1,1,0
7,571974,3,3,2,2,0,0,0,0,0,0,0
8,592662,1,1,0,0,0,0,0,0,0,0,1
9,425772,1,1,1,1,0,0,0,0,0,0,0
10,446899,0,0,0,0,0,0,0,0,0,0,0
11,605151,0,0,0,0,0,0,0,0,0,0,0
12,445055,0,0,0,0,0,0,0,0,0,0,0
13,605177,0,0,0,0,0,0,0,0,0,0,0
14,673633,0,0,0,0,0,0,0,0,0,0,0
15,502202,0,0,0,0,0,0,0,0,0,0,0
16,518614,1,1,0,0,0,0,0,0,0,0,1
17,518617,0,0,0,0,0,0,0,0,0,0,0
