,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,622534,5,5,3,1,1,1,0,4,1,0,0
1,641319,4,3,0,0,0,0,0,0,1,1,1
2,517369,5,5,2,1,1,0,0,2,0,0,2
3,571976,5,5,2,1,1,0,0,0,1,0,1
4,500208,5,5,1,0,1,0,0,1,1,0,0
5,518466,5,4,2,2,0,0,0,0,2,1,0
6,430947,5,5,3,2,0,1,0,1,2,0,0
7,595978,4,2,0,0,0,0,0,0,1,2,1
8,543475,3,2,1,1,0,0,0,2,1,1,1
9,572308,0,0,0,0,0,0,0,0,0,0,0
10,600526,0,0,0,0,0,0,0,0,0,0,0
11,489334,0,0,0,0,0,0,0,0,0,0,0
12,519333,1,1,0,0,0,0,0,0,0,0,1
13,571473,0,0,0,0,0,0,0,0,0,0,0
14,605169,0,0,0,0,0,0,0,0,0,0,0
15,657681,0,0,0,0,0,0,0,0,0,0,0
