,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,608671,5,5,2,2,0,0,0,1,2,0,0
1,543333,4,4,2,2,0,0,0,1,1,0,1
2,517369,3,3,1,1,0,0,0,1,1,0,0
3,570799,4,4,1,1,0,0,0,0,0,0,1
4,614177,3,3,2,2,0,0,0,0,1,0,0
5,519333,1,1,1,1,0,0,0,2,0,0,0
6,520471,4,4,1,1,0,0,0,0,1,0,0
7,454560,4,2,0,0,0,0,0,0,1,2,0
8,622534,4,4,2,1,1,0,0,2,1,0,0
9,641778,1,1,0,0,0,0,0,1,0,0,1
10,643256,0,0,0,0,0,0,0,0,0,0,0
11,605486,1,1,0,0,0,0,0,0,0,0,1
12,489334,0,0,0,0,0,0,0,0,0,0,0
13,620454,0,0,0,0,0,0,0,0,0,0,0
14,592669,1,1,0,0,0,0,0,0,0,0,0
15,461833,0,0,0,0,0,0,0,0,0,0,0
