,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,660670,5,5,3,2,0,0,1,1,3,0,0
1,621020,5,5,3,2,1,0,0,0,1,0,1
2,518692,5,4,2,1,1,0,0,2,1,1,1
3,518626,4,3,1,0,1,0,0,1,0,1,0
4,455976,4,4,0,0,0,0,0,0,0,0,2
5,663586,4,4,0,0,0,0,0,0,0,0,2
6,656794,0,0,0,0,0,0,0,0,0,0,0
7,621345,0,0,0,0,0,0,0,0,0,0,0
8,460283,0,0,0,0,0,0,0,0,0,0,0
9,622666,4,4,1,1,0,0,0,1,0,0,0
10,452095,4,3,0,0,0,0,0,0,0,1,2
11,608331,2,2,0,0,0,0,0,0,0,0,1
12,459964,1,1,0,0,0,0,0,0,0,0,0
13,656977,0,0,0,0,0,0,0,0,0,0,0
14,518586,1,1,0,0,0,0,0,0,0,0,1
