,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,645277,5,4,0,0,0,0,0,0,1,1,1
1,624585,4,4,1,1,0,0,0,0,2,0,1
2,445926,0,0,0,0,0,0,0,0,0,0,0
3,518692,5,4,3,3,0,0,0,2,2,1,0
4,663586,4,4,2,2,0,0,0,2,1,0,0
5,621020,5,5,1,1,0,0,0,1,0,0,1
6,594807,4,3,2,1,1,0,0,3,0,1,0
7,592626,4,3,0,0,0,0,0,0,0,1,2
8,519390,4,3,0,0,0,0,0,0,1,1,0
9,666205,1,1,0,0,0,0,0,0,0,0,0
10,650828,0,0,0,0,0,0,0,0,0,0,0
11,501659,1,1,0,0,0,0,0,0,0,0,0
12,455119,0,0,0,0,0,0,0,0,0,0,0
13,608331,1,1,1,0,1,0,0,0,0,0,0
14,592426,0,0,0,0,0,0,0,0,0,0,0
15,554431,0,0,0,0,0,0,0,0,0,0,0
16,501303,1,1,1,1,0,0,0,0,1,0,0
17,628338,0,0,0,0,0,0,0,0,0,0,0
