,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,467827,5,5,1,0,1,0,0,0,1,0,0
1,592518,5,3,1,1,0,0,0,1,0,2,0
2,448801,5,5,0,0,0,0,0,0,0,0,1
3,456665,4,3,1,1,0,0,0,0,1,1,0
4,446308,4,4,2,1,0,0,1,2,2,0,0
5,570731,4,4,1,0,0,0,1,2,1,0,0
6,475247,4,3,0,0,0,0,0,0,0,1,1
7,518953,0,0,0,0,0,0,0,0,0,0,0
8,429666,4,3,1,1,0,0,0,0,0,1,0
9,592869,2,2,0,0,0,0,0,0,0,0,0
10,517370,0,0,0,0,0,0,0,0,0,0,0
11,572233,1,0,0,0,0,0,0,0,0,1,0
12,475054,0,0,0,0,0,0,0,0,0,0,0
13,605541,0,0,0,0,0,0,0,0,0,0,0
14,460099,1,1,0,0,0,0,0,0,0,0,0
15,542960,0,0,0,0,0,0,0,0,0,0,0
16,503285,0,0,0,0,0,0,0,0,0,0,0
