,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,570256,5,5,2,1,0,0,1,1,1,0,0
1,516782,4,4,0,0,0,0,0,0,1,0,1
2,457705,5,3,2,1,1,0,0,1,2,2,1
3,133380,5,5,2,2,0,0,0,1,0,0,1
4,628356,5,4,2,2,0,0,0,0,1,1,2
5,434604,3,3,0,0,0,0,0,0,0,0,0
6,465657,0,0,0,0,0,0,0,0,0,0,0
7,453265,0,0,0,0,0,0,0,0,0,0,0
8,448170,0,0,0,0,0,0,0,0,0,0,0
9,465041,2,2,2,2,0,0,0,0,0,0,0
10,446481,5,4,1,1,0,0,0,0,0,1,2
11,455755,4,3,1,1,0,0,0,1,0,1,0
12,453343,0,0,0,0,0,0,0,0,0,0,0
13,455374,0,0,0,0,0,0,0,0,0,0,0
14,476883,1,1,1,1,0,0,0,1,0,0,0
15,543037,2,2,0,0,0,0,0,0,0,0,1
16,435522,2,2,1,1,0,0,0,0,0,0,0
