,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,607054,5,5,0,0,0,0,0,0,0,0,1
1,457727,5,5,1,1,0,0,0,0,0,0,1
2,455976,5,5,3,3,0,0,0,0,1,0,1
3,150229,5,5,1,1,0,0,0,0,0,0,0
4,519345,4,3,1,1,0,0,0,0,0,1,1
5,276351,0,0,0,0,0,0,0,0,0,0,0
6,434665,0,0,0,0,0,0,0,0,0,0,0
7,501593,0,0,0,0,0,0,0,0,0,0,0
8,453400,1,1,1,0,1,0,0,0,0,0,0
9,445968,0,0,0,0,0,0,0,0,0,0,0
10,430911,0,0,0,0,0,0,0,0,0,0,0
11,430637,4,4,2,2,0,0,0,1,0,0,1
12,592743,4,4,0,0,0,0,0,0,0,0,0
13,516811,4,4,1,1,0,0,0,0,0,0,0
14,571946,2,2,0,0,0,0,0,0,0,0,0
15,465674,1,1,0,0,0,0,0,0,0,0,0
16,462382,0,0,0,0,0,0,0,0,0,0,0
17,346874,1,1,0,0,0,0,0,0,0,0,1
