,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,516416,3,3,0,0,0,0,0,0,0,0,0
1,670456,0,0,0,0,0,0,0,0,0,0,0
2,595284,0,0,0,0,0,0,0,0,0,0,0
3,592663,3,3,1,0,1,0,0,0,0,0,1
4,656555,3,2,0,0,0,0,0,0,0,1,2
5,665155,0,0,0,0,0,0,0,0,0,0,0
6,457705,3,1,0,0,0,0,0,0,0,2,0
7,544369,3,3,0,0,0,0,0,0,0,0,1
8,661440,0,0,0,0,0,0,0,0,0,0,0
9,591720,3,3,0,0,0,0,0,0,0,0,0
10,663897,3,3,1,1,0,0,0,0,0,0,1
11,663837,1,1,0,0,0,0,0,0,0,0,1
12,608671,2,2,0,0,0,0,0,0,0,0,1
13,621107,1,1,0,0,0,0,0,0,0,0,0
14,660853,0,0,0,0,0,0,0,0,0,0,0
15,543543,2,2,0,0,0,0,0,0,0,0,1
