,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,542255,4,4,2,2,0,0,0,0,0,0,0
1,572041,4,4,1,1,0,0,0,0,0,0,1
2,502671,4,3,1,1,0,0,0,0,1,1,0
3,444432,4,4,1,0,1,0,0,0,0,0,1
4,630111,4,3,1,1,0,0,0,0,0,1,0
5,572008,4,4,1,1,0,0,0,1,0,0,2
6,488912,3,3,0,0,0,0,0,0,0,0,2
7,460060,1,1,0,0,0,0,0,0,0,0,0
8,518567,2,2,0,0,0,0,0,0,0,0,0
9,424144,0,0,0,0,0,0,0,0,0,0,0
10,446899,0,0,0,0,0,0,0,0,0,0,0
11,457760,1,1,0,0,0,0,0,0,0,0,1
12,605359,0,0,0,0,0,0,0,0,0,0,0
13,431094,1,1,0,0,0,0,0,0,0,0,0
14,605113,3,3,0,0,0,0,0,0,0,0,1
15,444482,1,1,0,0,0,0,0,0,0,0,0
