,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,596103,3,3,0,0,0,0,0,0,0,0,0
1,621453,1,1,0,0,0,0,0,0,0,0,0
2,573131,3,2,0,0,0,0,0,0,0,1,1
3,664774,1,1,0,0,0,0,0,0,0,0,0
4,573262,4,3,1,1,0,0,0,0,0,1,1
5,527038,4,4,1,0,1,0,0,0,1,0,0
6,459429,0,0,0,0,0,0,0,0,0,0,0
7,543063,3,3,1,1,0,0,0,1,0,0,1
8,456781,3,3,0,0,0,0,0,0,0,0,2
9,592200,3,3,1,0,0,0,1,1,1,0,2
10,643289,3,3,1,1,0,0,0,0,0,0,0
11,456501,2,1,0,0,0,0,0,0,0,1,0
12,543105,1,1,0,0,0,0,0,0,0,0,0
13,643511,0,0,0,0,0,0,0,0,0,0,0
14,643565,0,0,0,0,0,0,0,0,0,0,0
