,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,520471,4,4,1,0,1,0,0,1,1,0,1
1,571976,5,5,2,2,0,0,0,0,0,0,1
2,543333,5,5,2,1,0,0,1,2,1,0,2
3,592669,5,5,0,0,0,0,0,0,0,0,1
4,570799,4,4,1,1,0,0,0,0,0,0,1
5,595978,4,4,1,0,0,0,1,1,1,0,2
6,614177,3,3,2,1,1,0,0,0,1,0,1
7,608671,1,1,0,0,0,0,0,0,0,0,1
8,622534,4,4,2,2,0,0,0,0,0,0,1
9,572362,2,2,0,0,0,0,0,0,0,0,2
10,476594,0,0,0,0,0,0,0,0,0,0,0
11,620454,0,0,0,0,0,0,0,0,0,0,0
12,605486,1,0,0,0,0,0,0,0,0,1,0
13,489334,0,0,0,0,0,0,0,0,0,0,0
14,489446,0,0,0,0,0,0,0,0,0,0,0
