,batter_id,PA,AB,H,Singles,Doubles,Triples,HR,RBI,R,BB,K
0,453568,2,2,1,1,0,0,0,0,0,0,0
1,641857,3,3,1,1,0,0,0,0,0,0,2
2,606132,5,5,1,0,1,0,0,1,0,0,1
3,571448,2,1,0,0,0,0,0,0,0,1,0
4,656546,0,0,0,0,0,0,0,0,0,0,0
5,623184,0,0,0,0,0,0,0,0,0,0,0
6,596115,1,1,1,0,1,0,0,0,1,0,0
7,622608,0,0,0,0,0,0,0,0,0,0,0
8,518934,1,1,0,0,0,0,0,0,0,0,0
9,493603,0,0,0,0,0,0,0,0,0,0,0
10,608032,0,0,0,0,0,0,0,0,0,0,0
11,467827,4,3,0,0,0,0,0,0,0,1,0
12,435622,2,2,0,0,0,0,0,0,0,0,1
13,452672,2,2,1,1,0,0,0,0,0,0,0
14,518960,2,1,1,1,0,0,0,0,0,1,0
15,547172,2,1,1,1,0,0,0,1,0,1,0
16,642162,4,4,0,0,0,0,0,0,0,0,1
17,506560,4,4,1,1,0,0,0,0,1,0,1
18,607536,0,0,0,0,0,0,0,0,0,0,0
19,643565,4,4,2,1,0,1,0,1,1,0,1
