,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP
0,LAA-2017-08-09,2017-08-09,LAA,H,BAL,LF,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0
1,TBR-2017-08-23,2017-08-23,TBR,H,TOR,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TBR-2017-08-25,2017-08-25,TBR,A,STL,PH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,TBR-2017-08-27,2017-08-27,TBR,A,STL,PH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TBR-2017-08-28,2017-08-28,TBR,A,KCR,PH,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
5,TBR-2017-08-30,2017-08-30,TBR,A,KCR,LF,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TBR-2017-09-02,2017-09-02,TBR,A,CHW,LF,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0
7,TBR-2017-09-09,2017-09-09,TBR,A,BOS,LF,4,4,0,0,0,0,0,0,0,0,2,0,0,0,1
8,TBR-2017-09-11,2017-09-11,TBR,H,NYY,LF RF,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0
9,TBR-2017-09-13,2017-09-13,TBR,H,NYY,LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,TBR-2017-09-15,2017-09-15,TBR,H,BOS,DH,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0
11,TBR-2017-09-17,2017-09-17,TBR,H,BOS,LF,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0
12,TBR-2017-09-20,2017-09-20,TBR,H,CHC,DH,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0
13,TBR-2017-09-23,2017-09-23,TBR,A,BAL,PH RF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14,TBR-2017-09-28,2017-09-28,TBR,A,NYY,LF,4,2,1,1,0,0,0,1,2,0,0,0,0,0,0
15,TBR-2017-09-29,2017-09-29,TBR,H,BAL,LF,5,4,2,1,0,0,0,0,0,0,0,1,0,0,1
16,TBR-2017-10-01,2017-10-01,TBR,H,BAL,PR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,LAA-2019-05-29,2019-05-29,LAA,A,OAK,LF,7,6,2,3,0,0,1,4,0,0,1,1,0,0,0
1,LAA-2019-05-30,2019-05-30,LAA,A,SEA,LF,5,5,2,3,0,0,1,1,0,0,0,0,0,0,0
2,LAA-2019-06-01,2019-06-01,LAA,A,SEA,LF,5,4,1,2,1,0,0,1,1,0,1,0,0,0,0
3,LAA-2019-06-02,2019-06-02,LAA,A,SEA,LF,5,4,0,1,0,0,0,0,1,0,1,0,0,0,0
4,LAA-2019-06-03,2019-06-03,LAA,A,CHC,LF,4,2,0,0,0,0,0,0,0,0,1,2,0,0,0
5,LAA-2019-06-07,2019-06-07,LAA,H,SEA,LF,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0
6,LAA-2019-06-08,2019-06-08,LAA,H,SEA,LF,5,4,1,3,0,0,1,4,0,0,1,1,0,0,0
7,LAA-2019-06-09,2019-06-09,LAA,H,SEA,LF,4,4,0,2,1,0,0,1,0,0,1,0,0,0,0
8,LAA-2019-06-10,2019-06-10,LAA,H,LAD,LF,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0
9,LAA-2019-06-13,2019-06-13,LAA,A,TBR,LF,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0
10,LAA-2019-06-14,2019-06-14,LAA,A,TBR,LF,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0
11,LAA-2019-06-16,2019-06-16,LAA,A,TBR,LF,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
12,MIA-2019-06-19,2019-06-19,MIA,A,STL,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,MIA-2019-06-20,2019-06-20,MIA,A,STL,RF,5,3,1,1,0,0,0,1,1,0,1,1,0,0,0
