,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP
0,SFG-2018-06-24,2018-06-24,SDP,A,SFG,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,SDP-2018-06-29,2018-06-29,SDP,H,PIT,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SDP-2018-07-01,2018-07-01,SDP,H,PIT,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,PHI-2018-07-20,2018-07-20,SDP,A,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,NYM-2018-07-24,2018-07-24,SDP,A,NYM,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,SDP-2018-07-27,2018-07-27,SDP,H,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,SDP-2018-07-29,2018-07-29,SDP,H,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,SDP-2018-07-31,2018-07-31,SDP,H,SFG,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,CHC-2018-08-03,2018-08-03,SDP,A,CHC,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,MIL-2018-08-07,2018-08-07,SDP,A,MIL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,SDP-2018-08-11,2018-08-11,SDP,H,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,SDP-2018-08-14,2018-08-14,SDP,H,LAA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,SDP-2018-08-16,2018-08-16,SDP,H,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,SDP-2018-08-17,2018-08-17,SDP,H,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,COL-2018-08-21,2018-08-21,SDP,A,COL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,LAD-2018-08-24,2018-08-24,SDP,A,LAD,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,LAD-2018-08-25,2018-08-25,SDP,A,LAD,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,LAD-2018-08-26,2018-08-26,SDP,A,LAD,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,SDP-2018-08-30,2018-08-30,SDP,H,COL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,SDP-2018-09-01,2018-09-01,SDP,H,COL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,ARI-2018-09-04,2018-09-04,SDP,A,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,CIN-2018-09-06,2018-09-06,SDP,A,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,CIN-2018-09-08,2018-09-08,SDP,A,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,CIN-2018-09-09,2018-09-09,SDP,A,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,SDP-2018-09-15,2018-09-15,SDP,H,TEX,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,SDP-2018-09-17,2018-09-17,SDP,H,SFG,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,SDP-2018-09-19,2018-09-19,SDP,H,SFG,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,LAD-2018-09-21,2018-09-21,SDP,A,LAD,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,SFG-2018-09-25,2018-09-25,SDP,A,SFG,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,SDP-2018-09-28,2018-09-28,SDP,H,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,SDP-2019-03-29,2019-03-29,SDP,H,SFG,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,SDP-2019-03-30,2019-03-30,SDP,H,SFG,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SDP-2019-04-01,2019-04-01,SDP,H,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,STL-2019-04-05,2019-04-05,SDP,A,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,STL-2019-04-06,2019-04-06,SDP,A,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,ARI-2019-04-11,2019-04-11,SDP,A,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,ARI-2019-04-13,2019-04-13,SDP,A,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,SDP-2019-06-29,2019-06-29,SDP,H,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,SDP-2019-07-01,2019-07-01,SDP,H,SFG,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,SDP-2019-07-02,2019-07-02,SDP,H,SFG,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,NYM-2021-06-16,2021-06-16,CHC,A,NYM,P,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0
1,NYM-2021-07-07,2021-07-07,NYM,H,MIL,P,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,CIN-2021-07-20,2021-07-20,NYM,A,CIN,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
