,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf
0,COL-2019-04-09,2019-04-09,COL,H,ATL,RF,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,452,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SFG-2019-04-12,2019-04-12,COL,A,SFG,LF,5,4,0,0,0,0,0,0,1,0,1,0,0,0,0,480,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,90.4,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,90.4
2,SFG-2019-04-13,2019-04-13,COL,A,SFG,LF,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,288,0.077,10,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,93.2,0.077,10,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,93.2
3,COL-2019-05-27,2019-05-27,COL,H,ARI,CF,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,339,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,13,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.308,0.0,0.0,93.846
4,COL-2019-05-29,2019-05-29,COL,H,ARI,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0.29,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75,0.105,16,0.062,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.25,0.0,0.0,97.438
5,COL-2019-05-30,2019-05-30,COL,H,ARI,CF,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,339,0.218,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4,0.098,17,0.059,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.235,0.0,0.0,98.353
6,COL-2019-08-04,2019-08-04,COL,H,SFG,CF,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,452,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,20,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.25,0.0,0.0,100.55
7,HOU-2019-08-07,2019-08-07,COL,A,HOU,PH CF,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,196,0.218,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,90.4,0.107,24,0.083,0.0,0.0,0.0,0.042,0.0,0.0,0.042,0.208,0.0,0.0,102.625
8,SDP-2019-08-08,2019-08-08,COL,A,SDP,CF,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,384,0.29,7,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,92.571,0.133,26,0.115,0.0,0.0,0.0,0.038,0.0,0.0,0.038,0.192,0.0,0.0,102.269
9,SDP-2019-08-10,2019-08-10,COL,A,SDP,CF,4,3,0,1,0,0,0,1,1,0,0,0,0,0,0,384,0.348,11,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,93.818,0.176,30,0.167,0.0,0.0,0.0,0.033,0.0,0.0,0.033,0.167,0.0,0.0,101.433
10,SDP-2019-08-11,2019-08-11,COL,A,SDP,CF,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,192,0.36,15,0.333,0.0,0.0,0.0,0.067,0.0,0.0,0.067,0.0,0.0,0.0,94.4,0.202,34,0.176,0.0,0.0,0.0,0.059,0.0,0.0,0.029,0.147,0.0,0.0,100.794
