,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP
0,ARI-2014-03-22,2014-03-22,ARI,H,LAD,2B,4,3,0,1,0,0,0,0,1,0,2,0,0,0,0
1,ARI-2014-03-23,2014-03-23,ARI,H,LAD,2B,5,3,1,0,0,0,0,0,2,0,0,0,0,0,0
2,ARI-2014-03-31,2014-03-31,ARI,H,SFG,2B,5,4,0,2,1,0,0,2,1,0,0,0,0,0,0
3,ARI-2014-04-01,2014-04-01,ARI,H,SFG,2B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0
4,ARI-2014-04-02,2014-04-02,ARI,H,SFG,2B,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0
5,ARI-2014-04-03,2014-04-03,ARI,H,SFG,2B,4,4,2,3,1,0,0,1,0,0,1,0,0,0,0
6,COL-2014-04-04,2014-04-04,ARI,A,COL,2B,4,4,0,2,2,0,0,0,0,0,1,0,0,0,0
7,COL-2014-04-05,2014-04-05,ARI,A,COL,2B,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0
8,COL-2014-04-06,2014-04-06,ARI,A,COL,2B,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0
9,SFG-2014-04-08,2014-04-08,ARI,A,SFG,2B,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0
10,SFG-2014-04-09,2014-04-09,ARI,A,SFG,PH,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
11,SFG-2014-04-10,2014-04-10,ARI,A,SFG,2B,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0
12,ARI-2014-04-11,2014-04-11,ARI,H,LAD,2B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0
13,ARI-2014-04-12,2014-04-12,ARI,H,LAD,2B,5,4,1,1,1,0,0,0,0,0,1,1,0,0,0
14,ARI-2014-04-13,2014-04-13,ARI,H,LAD,2B,5,5,1,1,0,1,0,1,0,0,1,0,0,0,0
15,ARI-2014-04-14,2014-04-14,ARI,H,NYM,2B,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0
16,ARI-2014-04-15,2014-04-15,ARI,H,NYM,2B,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0
17,ARI-2014-04-16,2014-04-16,ARI,H,NYM,2B,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0
18,LAD-2014-04-18,2014-04-18,ARI,A,LAD,2B,6,6,0,1,0,0,0,2,0,0,2,0,0,0,1
19,LAD-2014-04-19,2014-04-19,ARI,A,LAD,2B,5,4,0,2,0,0,0,0,0,0,0,1,0,0,0
20,LAD-2014-04-20,2014-04-20,ARI,A,LAD,2B,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0
21,CHC-2014-04-21,2014-04-21,ARI,A,CHC,2B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0
22,CHC-2014-04-22,2014-04-22,ARI,A,CHC,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,CHC-2014-04-23,2014-04-23,ARI,A,CHC,2B,5,5,0,4,1,1,0,2,0,0,0,0,0,0,0
24,CHC-2014-04-24,2014-04-24,ARI,A,CHC,2B,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1
25,ARI-2014-04-25,2014-04-25,ARI,H,PHI,2B,4,4,1,2,1,0,1,3,0,0,0,0,0,0,0
26,ARI-2014-04-26,2014-04-26,ARI,H,PHI,2B,4,3,1,2,1,0,0,0,1,0,0,0,0,0,0
27,ARI-2014-04-27,2014-04-27,ARI,H,PHI,2B,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0
28,ARI-2014-04-28,2014-04-28,ARI,H,COL,2B,4,3,0,1,0,0,0,1,1,0,0,0,0,0,1
29,ARI-2014-04-29,2014-04-29,ARI,H,COL,2B,5,3,1,1,1,0,0,1,1,0,1,0,0,1,0
30,ARI-2014-04-30,2014-04-30,ARI,H,COL,2B,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0
31,SDP-2014-05-02,2014-05-02,ARI,A,SDP,2B,4,4,0,2,0,0,0,2,0,0,0,0,0,0,0
32,SDP-2014-05-03,2014-05-03,ARI,A,SDP,2B,5,3,1,1,0,0,0,0,2,0,1,0,0,0,0
33,SDP-2014-05-04,2014-05-04,ARI,A,SDP,2B,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0
34,MIL-2014-05-05,2014-05-05,ARI,A,MIL,2B,5,4,0,4,0,0,0,2,1,0,0,0,0,0,0
35,MIL-2014-05-06,2014-05-06,ARI,A,MIL,2B,4,4,1,1,0,0,1,2,0,0,0,0,0,0,0
36,CHW-2014-05-09,2014-05-09,ARI,A,CHW,2B,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0
37,CHW-2014-05-10,2014-05-10,ARI,A,CHW,2B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1
38,CHW-2014-05-11,2014-05-11,ARI,A,CHW,2B,5,5,0,0,0,0,0,0,0,0,2,0,0,0,2
39,ARI-2014-05-12,2014-05-12,ARI,H,WSN,2B,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0
40,ARI-2014-05-13,2014-05-13,ARI,H,WSN,2B,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0
41,ARI-2014-05-14,2014-05-14,ARI,H,WSN,2B,4,4,1,2,0,0,1,1,0,0,0,0,0,0,2
42,ARI-2014-05-16,2014-05-16,ARI,H,LAD,2B,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0
43,STL-2014-05-21,2014-05-21,ARI,A,STL,2B,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0
44,STL-2014-05-22,2014-05-22,ARI,A,STL,2B,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0
45,NYM-2014-05-24,2014-05-24,ARI,A,NYM,2B,4,3,1,1,1,0,0,0,0,0,0,1,0,0,0
46,NYM-2014-05-25,2014-05-25,ARI,A,NYM,2B,4,2,0,0,0,0,0,0,2,0,1,0,0,0,0
47,NYM-2014-05-25,2014-05-25,ARI,A,NYM,2B,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0
48,ARI-2014-05-26,2014-05-26,ARI,H,SDP,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,ARI-2014-05-27,2014-05-27,ARI,H,SDP,2B,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
50,ARI-2014-05-28,2014-05-28,ARI,H,SDP,2B,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0
51,ARI-2014-05-29,2014-05-29,ARI,H,CIN,2B,4,4,1,3,0,0,1,2,0,0,0,0,0,0,0
52,ARI-2014-05-30,2014-05-30,ARI,H,CIN,2B,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0
53,ARI-2014-05-31,2014-05-31,ARI,H,CIN,2B,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
54,ARI-2014-06-01,2014-06-01,ARI,H,CIN,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,COL-2014-06-03,2014-06-03,ARI,A,COL,2B,5,5,0,1,0,0,0,0,0,0,0,0,0,0,2
56,COL-2014-06-04,2014-06-04,ARI,A,COL,2B,4,4,0,2,0,0,0,0,0,0,2,0,0,0,0
57,COL-2014-06-05,2014-06-05,ARI,A,COL,2B,5,5,1,1,0,0,0,1,0,0,1,0,0,0,0
58,ARI-2014-06-06,2014-06-06,ARI,H,ATL,2B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0
59,ARI-2014-06-07,2014-06-07,ARI,H,ATL,PH,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
60,ARI-2014-06-08,2014-06-08,ARI,H,ATL,2B,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0
61,ARI-2014-06-09,2014-06-09,ARI,H,HOU,2B,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0
62,ARI-2014-06-10,2014-06-10,ARI,H,HOU,2B,4,3,0,1,1,0,0,2,0,0,0,0,0,1,0
63,HOU-2014-06-11,2014-06-11,ARI,A,HOU,2B,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0
64,HOU-2014-06-12,2014-06-12,ARI,A,HOU,DH,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
65,LAD-2014-06-13,2014-06-13,ARI,A,LAD,2B,5,5,1,3,1,0,0,2,0,0,1,0,0,0,0
66,LAD-2014-06-14,2014-06-14,ARI,A,LAD,2B,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0
67,LAD-2014-06-15,2014-06-15,ARI,A,LAD,2B,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0
68,ARI-2014-06-16,2014-06-16,ARI,H,MIL,2B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1
69,ARI-2014-06-18,2014-06-18,ARI,H,MIL,2B,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0
70,ARI-2014-06-19,2014-06-19,ARI,H,MIL,2B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0
71,ARI-2014-06-20,2014-06-20,ARI,H,SFG,2B,3,2,1,2,0,0,0,2,0,0,0,0,0,1,0
72,ARI-2014-06-21,2014-06-21,ARI,H,SFG,2B,4,4,1,2,1,0,0,2,0,0,0,0,0,0,0
73,ARI-2014-06-22,2014-06-22,ARI,H,SFG,2B,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0
74,ARI-2014-06-24,2014-06-24,ARI,H,CLE,2B,8,8,0,2,0,0,0,2,0,0,2,0,0,0,0
75,ARI-2014-06-25,2014-06-25,ARI,H,CLE,2B,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0
76,SDP-2014-06-27,2014-06-27,ARI,A,SDP,2B,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0
77,SDP-2014-06-28,2014-06-28,ARI,A,SDP,2B,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
78,SDP-2014-06-29,2014-06-29,ARI,A,SDP,2B,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0
79,PIT-2014-07-01,2014-07-01,ARI,A,PIT,2B,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0
80,PIT-2014-07-02,2014-07-02,ARI,A,PIT,2B,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0
81,PIT-2014-07-03,2014-07-03,ARI,A,PIT,2B,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0
82,ATL-2014-07-05,2014-07-05,ARI,A,ATL,2B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1
83,ATL-2014-07-06,2014-07-06,ARI,A,ATL,2B,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
84,ARI-2014-07-07,2014-07-07,ARI,H,MIA,2B,4,3,0,0,0,0,0,1,0,0,1,0,0,1,0
85,ARI-2014-07-08,2014-07-08,ARI,H,MIA,2B,5,5,0,1,0,0,0,1,0,0,1,0,0,0,0
86,ARI-2014-07-09,2014-07-09,ARI,H,MIA,PH,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
87,SFG-2014-07-11,2014-07-11,ARI,A,SFG,2B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1
88,SFG-2014-07-12,2014-07-12,ARI,A,SFG,2B,4,4,2,2,1,0,1,1,0,0,1,0,0,0,0
89,SFG-2014-07-13,2014-07-13,ARI,A,SFG,2B,4,4,1,1,0,0,0,0,0,0,2,0,0,0,0
90,ARI-2014-07-18,2014-07-18,ARI,H,CHC,2B,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0
91,ARI-2014-07-19,2014-07-19,ARI,H,CHC,2B,5,4,2,2,1,0,0,0,1,0,0,0,0,0,0
92,ARI-2014-07-20,2014-07-20,ARI,H,CHC,2B,4,4,0,2,1,0,0,1,0,0,1,0,0,0,0
93,ARI-2014-07-21,2014-07-21,ARI,H,DET,2B,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0
94,ARI-2014-07-22,2014-07-22,ARI,H,DET,2B,4,3,1,1,0,0,1,3,0,0,0,0,0,1,0
95,ARI-2014-07-23,2014-07-23,ARI,H,DET,2B,5,4,0,1,1,0,0,0,1,0,0,0,0,0,0
96,PHI-2014-07-25,2014-07-25,ARI,A,PHI,2B,5,5,1,3,2,0,0,0,0,0,1,0,0,0,0
97,PHI-2014-07-26,2014-07-26,ARI,A,PHI,2B,4,3,2,1,0,0,0,0,0,0,0,1,0,0,1
98,CIN-2014-07-28,2014-07-28,ARI,A,CIN,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99,CIN-2014-07-29,2014-07-29,ARI,A,CIN,2B,4,3,0,0,0,0,0,0,0,0,2,1,0,0,0
100,CIN-2014-07-30,2014-07-30,ARI,A,CIN,2B,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0
101,ARI-2014-07-31,2014-07-31,ARI,H,PIT,2B,5,4,1,1,0,0,1,1,1,0,2,0,0,0,0
102,ARI-2014-08-01,2014-08-01,ARI,H,PIT,2B,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0
103,ARI-2014-08-02,2014-08-02,ARI,H,PIT,2B,5,4,1,2,0,0,0,0,1,0,0,0,0,0,0
104,ARI-2014-08-03,2014-08-03,ARI,H,PIT,2B,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0
105,ARI-2014-08-05,2014-08-05,ARI,H,KCR,2B,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
106,ARI-2014-08-06,2014-08-06,ARI,H,KCR,2B,5,4,1,2,0,0,0,1,1,0,2,0,0,0,0
107,ARI-2014-08-07,2014-08-07,ARI,H,KCR,2B,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0
108,ARI-2014-08-09,2014-08-09,ARI,H,COL,2B,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0
109,ARI-2014-08-10,2014-08-10,ARI,H,COL,2B,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0
110,CLE-2014-08-13,2014-08-13,ARI,A,CLE,2B,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0
111,MIA-2014-08-15,2014-08-15,ARI,A,MIA,2B,4,4,1,1,0,0,1,2,0,0,0,0,0,0,0
112,MIA-2014-08-16,2014-08-16,ARI,A,MIA,2B,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0
113,WSN-2014-08-18,2014-08-18,ARI,A,WSN,2B,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0
114,WSN-2014-08-19,2014-08-19,ARI,A,WSN,2B,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0
115,WSN-2014-08-20,2014-08-20,ARI,A,WSN,2B,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
116,WSN-2014-08-21,2014-08-21,ARI,A,WSN,2B,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1
117,ARI-2014-08-24,2014-08-24,ARI,H,SDP,2B,5,5,1,2,0,0,0,0,0,0,2,0,0,0,0
118,ARI-2014-08-26,2014-08-26,ARI,H,LAD,2B,5,4,1,1,0,0,0,0,1,0,0,0,0,0,0
119,ARI-2014-08-27,2014-08-27,ARI,H,LAD,2B,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
120,ARI-2014-08-30,2014-08-30,ARI,H,COL,2B,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0
121,ARI-2014-08-31,2014-08-31,ARI,H,COL,2B,4,4,2,3,1,1,0,2,0,0,0,0,0,0,0
122,SDP-2014-09-01,2014-09-01,ARI,A,SDP,2B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0
123,SDP-2014-09-04,2014-09-04,ARI,A,SDP,3B,4,4,1,2,1,0,0,1,0,0,0,0,0,0,0
124,LAD-2014-09-06,2014-09-06,ARI,A,LAD,3B,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0
125,SFG-2014-09-10,2014-09-10,ARI,A,SFG,2B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1
126,ARI-2014-09-12,2014-09-12,ARI,H,SDP,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127,ARI-2014-09-13,2014-09-13,ARI,H,SDP,3B,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0
128,ARI-2014-09-14,2014-09-14,ARI,H,SDP,3B,4,3,1,1,0,0,0,1,1,0,0,0,0,0,0
129,ARI-2014-09-15,2014-09-15,ARI,H,SFG,3B,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0
130,ARI-2014-09-17,2014-09-17,ARI,H,SFG,3B,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0
131,COL-2014-09-18,2014-09-18,ARI,A,COL,3B,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0
132,MIN-2014-09-22,2014-09-22,ARI,A,MIN,DH,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0
0,ARI-2015-04-06,2015-04-06,ARI,H,SFG,3B 2B,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0
1,ARI-2015-04-07,2015-04-07,ARI,H,SFG,2B,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0
2,ARI-2015-04-08,2015-04-08,ARI,H,SFG,PH,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,ARI-2015-04-10,2015-04-10,ARI,H,LAD,3B,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,ARI-2015-04-11,2015-04-11,ARI,H,LAD,3B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1
5,ARI-2015-04-12,2015-04-12,ARI,H,LAD,PH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6,SDP-2015-04-13,2015-04-13,ARI,A,SDP,2B,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0
7,SDP-2015-04-15,2015-04-15,ARI,A,SDP,2B,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
8,SFG-2015-04-16,2015-04-16,ARI,A,SFG,3B,6,5,0,1,1,0,0,2,1,0,0,0,0,0,0
9,SFG-2015-04-19,2015-04-19,ARI,A,SFG,3B,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0
10,ARI-2015-04-22,2015-04-22,ARI,H,TEX,3B,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0
11,ARI-2015-04-24,2015-04-24,ARI,H,PIT,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,ARI-2015-04-25,2015-04-25,ARI,H,PIT,3B,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0
13,ARI-2015-04-26,2015-04-26,ARI,H,PIT,2B,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
14,ARI-2015-04-28,2015-04-28,ARI,H,COL,2B 3B,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0
15,ARI-2015-04-29,2015-04-29,ARI,H,COL,PH,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
16,LAD-2015-05-02,2015-05-02,ARI,A,LAD,2B,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0
17,LAD-2015-05-03,2015-05-03,ARI,A,LAD,3B,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
18,COL-2015-05-06,2015-05-06,ARI,A,COL,2B,5,5,1,4,0,0,1,4,0,0,0,0,0,0,0
19,COL-2015-05-06,2015-05-06,ARI,A,COL,3B,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0
20,ARI-2015-05-08,2015-05-08,ARI,H,SDP,2B,4,1,1,0,0,0,0,0,3,0,0,0,0,0,0
21,ARI-2015-05-09,2015-05-09,ARI,H,SDP,PH 3B,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
22,ARI-2015-05-10,2015-05-10,ARI,H,SDP,3B,3,3,1,1,0,0,1,1,0,0,1,0,0,0,0
23,ARI-2015-05-11,2015-05-11,ARI,H,WSN,2B,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0
24,ARI-2015-05-12,2015-05-12,ARI,H,WSN,3B,5,5,2,3,1,0,0,2,0,0,1,0,0,0,0
25,ARI-2015-05-13,2015-05-13,ARI,H,WSN,3B,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1
26,PHI-2015-05-16,2015-05-16,ARI,A,PHI,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,PHI-2015-05-17,2015-05-17,ARI,A,PHI,2B,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0
28,MIA-2015-05-18,2015-05-18,ARI,A,MIA,2B,5,5,0,0,0,0,0,0,0,0,2,0,0,0,1
29,MIA-2015-05-19,2015-05-19,ARI,A,MIA,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,MIA-2015-05-20,2015-05-20,ARI,A,MIA,2B,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0
31,MIA-2015-05-21,2015-05-21,ARI,A,MIA,PH,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32,ARI-2015-05-22,2015-05-22,ARI,H,CHC,PH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,ARI-2015-05-23,2015-05-23,ARI,H,CHC,2B,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
34,ARI-2015-05-24,2015-05-24,ARI,H,CHC,3B,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0
35,STL-2015-05-25,2015-05-25,ARI,A,STL,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,STL-2015-05-26,2015-05-26,ARI,A,STL,2B,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0
37,STL-2015-05-27,2015-05-27,ARI,A,STL,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,MIL-2015-05-30,2015-05-30,ARI,A,MIL,3B,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0
39,MIL-2015-05-31,2015-05-31,ARI,A,MIL,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,ARI-2015-06-01,2015-06-01,ARI,H,ATL,3B,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
41,ARI-2015-06-02,2015-06-02,ARI,H,ATL,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,ARI-2015-06-03,2015-06-03,ARI,H,ATL,PH,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
43,ARI-2015-06-04,2015-06-04,ARI,H,NYM,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44,ARI-2015-06-05,2015-06-05,ARI,H,NYM,3B,4,4,0,1,0,0,0,1,0,0,1,0,0,0,1
45,ARI-2015-06-07,2015-06-07,ARI,H,NYM,PH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,LAD-2015-06-08,2015-06-08,ARI,A,LAD,PH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
47,LAD-2015-06-10,2015-06-10,ARI,A,LAD,3B,5,4,0,0,0,0,0,0,0,0,2,1,0,0,1
48,SFG-2015-06-12,2015-06-12,ARI,A,SFG,3B,4,3,0,2,0,0,0,0,1,0,0,0,0,0,0
