,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf,imputed
0,ARI-2016-08-16,2016-08-16,ARI,H,NYM,LF,4,4,1,2,1,1,0,3,0,0,1,0,0,0,0,420,0.322,76,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,0.006,100.0,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,0.006,100.0,1
1,ARI-2016-08-17,2016-08-17,ARI,H,NYM,CF,5,4,1,1,0,0,0,0,1,0,3,0,0,0,0,525,0.322,76,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,0.006,100.0,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,0.006,100.0,1
2,SDP-2016-08-18,2016-08-18,ARI,A,SDP,LF,5,5,0,3,1,0,0,2,0,0,0,0,0,0,0,485,0.322,76,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,0.006,100.0,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,0.006,100.0,1
3,SDP-2016-08-19,2016-08-19,ARI,A,SDP,LF,5,3,0,1,0,0,0,0,2,0,1,0,0,0,0,485,0.322,76,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,0.006,100.0,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,0.006,100.0,1
4,SDP-2016-08-20,2016-08-20,ARI,A,SDP,CF LF,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,388,0.507,20,0.2,0.1,0.05,0.0,0.15,0.0,0.0,0.0,0.25,0.0,0.0,95.75,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,0.006,100.0,1
5,SDP-2016-08-21,2016-08-21,ARI,A,SDP,RF,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,291,0.419,24,0.167,0.083,0.042,0.0,0.125,0.0,0.0,0.0,0.292,0.0,0.0,95.958,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,0.006,100.0,1
6,ARI-2016-08-22,2016-08-22,ARI,H,ATL,LF,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,315,0.371,27,0.148,0.074,0.037,0.0,0.111,0.0,0.0,0.0,0.296,0.0,0.0,96.074,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,0.006,100.0,1
7,ARI-2016-08-23,2016-08-23,ARI,H,ATL,LF RF,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,420,0.363,30,0.167,0.067,0.033,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,96.967,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,0.006,100.0,1
8,ARI-2016-08-24,2016-08-24,ARI,H,ATL,RF,6,4,0,1,0,0,0,1,1,1,0,0,0,1,0,630,0.319,34,0.147,0.059,0.029,0.0,0.088,0.0,0.0,0.0,0.294,0.0,0.0,97.912,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,0.006,100.0,1
9,ARI-2016-08-25,2016-08-25,ARI,H,ATL,RF LF,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0.318,40,0.15,0.05,0.025,0.0,0.1,0.025,0.0,0.0,0.25,0.025,0.0,98.975,0.319,40,0.15,0.05,0.025,0.0,0.1,0.025,0.0,0.0,0.25,0.025,0.0,98.975,0
10,LAD-2016-09-07,2016-09-07,ARI,A,LAD,PH LF,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,192,0.233,35,0.143,0.029,0.0,0.0,0.086,0.029,0.0,0.0,0.171,0.029,0.0,98.114,0.289,44,0.136,0.045,0.023,0.0,0.091,0.023,0.0,0.0,0.227,0.023,0.0,99.523,0
11,ARI-2016-09-09,2016-09-09,ARI,H,SFG,LF CF,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0.126,27,0.074,0.0,0.0,0.0,0.074,0.037,0.0,0.0,0.185,0.037,0.0,98.37,0.292,46,0.13,0.043,0.022,0.0,0.109,0.022,0.0,0.0,0.217,0.022,0.0,99.37,0
12,ARI-2016-09-10,2016-09-10,ARI,H,SFG,CF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,105,0.121,28,0.071,0.0,0.0,0.0,0.071,0.036,0.0,0.0,0.107,0.036,0.0,99.75,0.262,51,0.118,0.039,0.02,0.0,0.098,0.02,0.0,0.0,0.196,0.02,0.0,99.922,0
13,ARI-2016-09-11,2016-09-11,ARI,H,SFG,CF,3,2,0,0,0,0,0,0,1,0,2,0,0,0,0,315,0.131,26,0.077,0.0,0.0,0.0,0.077,0.038,0.0,0.038,0.077,0.038,0.0,100.269,0.257,52,0.115,0.038,0.019,0.0,0.096,0.019,0.0,0.019,0.192,0.019,0.0,100.019,0
14,ARI-2016-09-12,2016-09-12,ARI,H,COL,CF,4,4,1,1,0,0,1,1,0,0,3,0,0,0,0,420,0.123,26,0.038,0.0,0.0,0.0,0.115,0.038,0.0,0.038,0.115,0.038,0.0,100.269,0.255,55,0.109,0.036,0.018,0.0,0.109,0.018,0.0,0.018,0.218,0.018,0.0,100.291,0
15,ARI-2016-09-13,2016-09-13,ARI,H,COL,CF,5,4,0,2,0,0,0,1,1,1,1,0,0,0,0,525,0.207,26,0.038,0.0,0.0,0.038,0.115,0.038,0.0,0.038,0.192,0.038,0.0,100.269,0.273,59,0.102,0.034,0.017,0.017,0.102,0.017,0.0,0.017,0.254,0.017,0.0,100.61,0
16,ARI-2016-09-14,2016-09-14,ARI,H,COL,PH,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,105,0.254,25,0.08,0.0,0.0,0.04,0.12,0.04,0.0,0.04,0.24,0.0,0.0,100.08,0.296,64,0.125,0.031,0.016,0.016,0.109,0.031,0.0,0.016,0.25,0.016,0.0,100.953,0
17,ARI-2016-09-15,2016-09-15,ARI,H,LAD,CF,3,3,1,1,0,0,1,3,0,0,1,0,0,0,0,315,0.336,22,0.136,0.0,0.0,0.045,0.136,0.045,0.0,0.045,0.273,0.0,0.0,99.409,0.305,65,0.138,0.031,0.015,0.015,0.108,0.031,0.0,0.015,0.246,0.015,0.0,101.015,0
18,ARI-2016-09-16,2016-09-16,ARI,H,LAD,CF,4,2,0,0,0,0,0,1,2,0,0,0,0,0,0,420,0.38,25,0.12,0.0,0.0,0.08,0.12,0.04,0.0,0.04,0.28,0.0,0.0,100.08,0.323,68,0.132,0.029,0.015,0.029,0.103,0.029,0.0,0.015,0.25,0.015,0.0,101.191,0
19,ARI-2016-09-17,2016-09-17,ARI,H,LAD,CF,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,315,0.375,29,0.103,0.0,0.0,0.069,0.172,0.034,0.0,0.034,0.241,0.0,0.0,100.759,0.324,72,0.125,0.028,0.014,0.028,0.125,0.028,0.0,0.014,0.236,0.014,0.0,101.403,0
20,ARI-2016-09-18,2016-09-18,ARI,H,LAD,CF,6,5,2,3,0,0,1,2,1,0,0,0,0,0,0,630,0.367,32,0.125,0.0,0.0,0.062,0.156,0.031,0.0,0.031,0.25,0.0,0.0,101.156,0.323,75,0.133,0.027,0.013,0.027,0.12,0.027,0.0,0.013,0.24,0.013,0.0,101.547,0
21,SDP-2016-09-19,2016-09-19,ARI,A,SDP,CF,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,388,0.429,38,0.158,0.0,0.0,0.079,0.158,0.026,0.0,0.026,0.211,0.0,0.0,101.763,0.356,81,0.148,0.025,0.012,0.037,0.123,0.025,0.0,0.012,0.222,0.012,0.0,101.802,0
22,SDP-2016-09-20,2016-09-20,ARI,A,SDP,CF,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0.408,42,0.167,0.0,0.0,0.071,0.143,0.024,0.0,0.024,0.19,0.0,0.0,101.31,0.349,85,0.153,0.024,0.012,0.035,0.118,0.024,0.0,0.012,0.212,0.012,0.0,101.576,0
23,SDP-2016-09-21,2016-09-21,ARI,A,SDP,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,97,0.38,45,0.156,0.0,0.0,0.067,0.133,0.022,0.0,0.022,0.178,0.0,0.0,101.022,0.337,88,0.148,0.023,0.011,0.034,0.114,0.023,0.0,0.011,0.205,0.011,0.0,101.42,0
