,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf
0,PHI-2019-05-14,2019-05-14,MIL,A,PHI,2B,4,3,0,2,0,0,0,0,1,0,0,0,0,0,0,404,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,PHI-2019-05-15,2019-05-15,MIL,A,PHI,2B,5,4,0,0,0,0,0,0,0,0,1,1,0,0,0,505,0.607,5,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,80.8,0.612,5,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,80.8
2,PHI-2019-05-16,2019-05-16,MIL,A,PHI,2B,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,505,0.35,10,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,90.9,0.352,10,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,90.9
3,ATL-2019-05-17,2019-05-17,MIL,A,ATL,2B,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,408,0.225,15,0.133,0.0,0.0,0.0,0.067,0.0,0.067,0.0,0.333,0.0,0.0,94.267,0.226,15,0.133,0.0,0.0,0.0,0.067,0.0,0.067,0.0,0.333,0.0,0.0,94.267
4,ATL-2019-05-18,2019-05-18,MIL,A,ATL,2B,5,4,1,0,0,0,0,0,0,0,1,1,0,0,0,510,0.272,19,0.211,0.0,0.0,0.0,0.053,0.0,0.053,0.0,0.316,0.0,0.0,95.895,0.274,19,0.211,0.0,0.0,0.0,0.053,0.0,0.053,0.0,0.316,0.0,0.0,95.895
5,ATL-2019-05-19,2019-05-19,MIL,A,ATL,2B,4,4,1,2,0,0,1,1,0,0,1,0,0,0,0,408,0.244,24,0.167,0.0,0.0,0.0,0.042,0.0,0.083,0.0,0.292,0.0,0.0,97.167,0.246,24,0.167,0.0,0.0,0.0,0.042,0.0,0.083,0.0,0.292,0.0,0.0,97.167
6,MIL-2019-05-21,2019-05-21,MIL,H,CIN,2B,4,4,0,2,0,0,0,0,0,0,2,0,0,0,0,404,0.312,28,0.179,0.0,0.0,0.036,0.036,0.0,0.071,0.0,0.286,0.0,0.0,97.857,0.317,28,0.179,0.0,0.0,0.036,0.036,0.0,0.071,0.0,0.286,0.0,0.0,97.857
7,MIL-2019-05-22,2019-05-22,MIL,H,CIN,2B,5,5,1,1,0,0,1,1,0,0,3,0,0,0,0,505,0.328,32,0.219,0.0,0.0,0.031,0.031,0.0,0.062,0.0,0.312,0.0,0.0,98.25,0.333,32,0.219,0.0,0.0,0.031,0.031,0.0,0.062,0.0,0.312,0.0,0.0,98.25
8,MIL-2019-05-24,2019-05-24,MIL,H,PHI,2B,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,404,0.336,37,0.189,0.0,0.0,0.054,0.027,0.0,0.054,0.0,0.351,0.0,0.0,98.622,0.343,37,0.189,0.0,0.0,0.054,0.027,0.0,0.054,0.0,0.351,0.0,0.0,98.622
9,MIL-2019-05-25,2019-05-25,MIL,H,PHI,2B,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,202,0.324,41,0.195,0.0,0.0,0.049,0.024,0.0,0.049,0.0,0.366,0.0,0.0,98.854,0.331,41,0.195,0.0,0.0,0.049,0.024,0.0,0.049,0.0,0.366,0.0,0.0,98.854
