,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP
0,CLE-2017-09-01,2017-09-01,CLE,A,DET,PR LF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CLE-2017-09-02,2017-09-02,CLE,A,DET,PH CF,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0
2,CLE-2017-09-03,2017-09-03,CLE,A,DET,CF,5,4,0,1,0,0,0,0,1,0,3,0,0,0,0
3,CLE-2017-09-05,2017-09-05,CLE,A,CHW,CF,5,5,0,1,1,0,0,2,0,0,2,0,0,0,0
4,CLE-2017-09-06,2017-09-06,CLE,A,CHW,PR LF,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
5,CLE-2017-09-07,2017-09-07,CLE,A,CHW,LF,2,2,1,1,0,0,1,2,0,0,0,0,0,0,0
6,CLE-2017-09-10,2017-09-10,CLE,H,BAL,CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,CLE-2017-09-11,2017-09-11,CLE,H,DET,CF,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0
8,CLE-2017-09-12,2017-09-12,CLE,H,DET,PR CF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CLE-2017-09-13,2017-09-13,CLE,H,DET,CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,CLE-2017-09-14,2017-09-14,CLE,H,KCR,CF,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11,CLE-2017-09-15,2017-09-15,CLE,H,KCR,CF,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0
12,CLE-2017-09-16,2017-09-16,CLE,H,KCR,LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,CLE-2017-09-17,2017-09-17,CLE,H,KCR,CF,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
14,CLE-2017-09-19,2017-09-19,CLE,A,LAA,CF,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
15,CLE-2017-09-20,2017-09-20,CLE,A,LAA,PR CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,CLE-2017-09-21,2017-09-21,CLE,A,LAA,CF,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17,CLE-2017-09-22,2017-09-22,CLE,A,SEA,CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,CLE-2017-09-23,2017-09-23,CLE,A,SEA,CF,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0
19,CLE-2017-09-24,2017-09-24,CLE,A,SEA,CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,CLE-2017-09-27,2017-09-27,CLE,H,MIN,CF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,CLE-2017-09-28,2017-09-28,CLE,H,MIN,PR LF CF,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
22,CLE-2017-09-29,2017-09-29,CLE,H,CHW,PR CF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23,CLE-2017-09-30,2017-09-30,CLE,H,CHW,CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,CLE-2017-10-01,2017-10-01,CLE,H,CHW,CF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CLE-2018-04-17,2018-04-17,CLE,A,MIN,LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CLE-2018-04-18,2018-04-18,CLE,A,MIN,PH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,CLE-2018-05-06,2018-05-06,CLE,A,NYY,CF,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0
3,CLE-2018-05-11,2018-05-11,CLE,H,KCR,CF,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0
4,CLE-2018-05-12,2018-05-12,CLE,H,KCR,CF,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0
5,CLE-2018-05-13,2018-05-13,CLE,H,KCR,CF,5,5,1,2,0,0,0,1,0,0,1,0,0,0,0
6,CLE-2018-05-14,2018-05-14,CLE,A,DET,CF,4,4,1,3,0,1,0,0,0,0,1,0,0,0,0
7,CLE-2018-05-15,2018-05-15,CLE,A,DET,CF,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0
8,CLE-2018-05-16,2018-05-16,CLE,A,DET,PR CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CLE-2018-05-18,2018-05-18,CLE,A,HOU,RF,4,4,0,1,0,0,0,0,0,0,3,0,0,0,0
10,CLE-2018-05-20,2018-05-20,CLE,A,HOU,CF,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0
