,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf,imputed
67,LAA-2015-05-12,2015-05-12,LAA,H,COL,1B,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,291,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.257,117.0,0.128,0.026,0.0,0.026,0.068,0.0,0.009,0.034,0.248,0.0,0.0,97.624,1
68,LAA-2015-05-13,2015-05-13,LAA,H,COL,DH,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,194,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.251,120.0,0.125,0.025,0.0,0.025,0.067,0.0,0.008,0.033,0.25,0.0,0.0,97.608,1
69,BAL-2015-05-16,2015-05-16,LAA,A,BAL,DH,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,303,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.247,119.0,0.126,0.025,0.0,0.025,0.059,0.0,0.008,0.034,0.244,0.0,0.0,97.588,1
70,BAL-2015-05-17,2015-05-17,LAA,A,BAL,1B,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,303,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.247,119.0,0.126,0.025,0.0,0.025,0.059,0.0,0.008,0.034,0.235,0.0,0.0,97.664,1
71,TOR-2015-05-18,2015-05-18,LAA,A,TOR,DH,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,303,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.241,122.0,0.123,0.025,0.0,0.025,0.057,0.0,0.008,0.033,0.254,0.0,0.0,97.746,1
72,TOR-2015-05-20,2015-05-20,LAA,A,TOR,PH 1B,3,3,0,1,1,0,0,2,0,0,1,0,0,0,0,303,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.249,121.0,0.124,0.025,0.0,0.025,0.066,0.0,0.008,0.017,0.264,0.0,0.0,97.917,1
73,TOR-2015-05-21,2015-05-21,LAA,A,TOR,1B LF,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,404,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.253,124.0,0.121,0.032,0.0,0.024,0.065,0.0,0.008,0.016,0.266,0.0,0.0,97.992,1
74,BOS-2015-05-22,2015-05-22,LAA,A,BOS,DH,5,5,1,0,0,0,0,1,0,0,1,0,0,0,0,520,0.233,22.0,0.045,0.045,0.0,0.045,0.045,0.0,0.0,0.0,0.364,0.0,0.0,95.5,0.264,127.0,0.118,0.031,0.0,0.031,0.063,0.0,0.008,0.016,0.26,0.0,0.0,98.102,0
75,BOS-2015-05-23,2015-05-23,LAA,A,BOS,DH,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0.188,27.0,0.037,0.037,0.0,0.037,0.037,0.0,0.0,0.0,0.333,0.0,0.0,97.074,0.262,128.0,0.117,0.031,0.0,0.031,0.062,0.0,0.008,0.016,0.258,0.0,0.0,98.398,0
76,LAA-2015-05-25,2015-05-25,LAA,H,SDP,DH,4,3,0,2,1,0,0,0,1,0,1,0,0,0,0,388,0.163,31.0,0.032,0.032,0.0,0.032,0.032,0.0,0.0,0.0,0.29,0.0,0.0,97.968,0.237,125.0,0.104,0.032,0.0,0.024,0.064,0.0,0.008,0.016,0.256,0.0,0.0,98.712,0
77,LAA-2015-05-26,2015-05-26,LAA,H,SDP,DH,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,388,0.227,35.0,0.057,0.057,0.0,0.029,0.057,0.0,0.0,0.0,0.286,0.0,0.0,97.857,0.262,124.0,0.113,0.04,0.0,0.024,0.073,0.0,0.008,0.016,0.25,0.0,0.0,98.484,0
78,TBR-2015-06-26,2015-06-26,TBR,H,BOS,1B,2,2,0,1,1,0,0,1,0,0,1,0,0,0,0,194,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.266,122.0,0.115,0.041,0.0,0.025,0.082,0.0,0.0,0.016,0.246,0.0,0.0,98.336,1
79,TBR-2015-06-28,2015-06-28,TBR,H,BOS,1B,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,291,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.272,124.0,0.113,0.048,0.0,0.024,0.081,0.0,0.0,0.016,0.25,0.0,0.0,98.315,1
80,TBR-2015-06-29,2015-06-29,TBR,H,CLE,1B,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,291,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.266,127.0,0.11,0.047,0.0,0.024,0.079,0.0,0.0,0.016,0.26,0.0,0.0,98.283,1
81,TBR-2015-07-01,2015-07-01,TBR,H,CLE,1B,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,194,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.26,130.0,0.108,0.046,0.0,0.023,0.077,0.0,0.0,0.015,0.269,0.0,0.0,98.254,1
82,SEA-2015-07-07,2015-07-07,DET,A,SEA,1B,4,4,1,1,0,0,1,1,0,0,3,0,0,0,0,384,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.256,132.0,0.106,0.045,0.0,0.023,0.076,0.0,0.0,0.015,0.28,0.0,0.0,98.235,1
83,SEA-2015-07-08,2015-07-08,DET,A,SEA,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.264,136.0,0.103,0.044,0.0,0.029,0.074,0.0,0.0,0.015,0.294,0.0,0.0,98.169,1
84,MIN-2015-07-09,2015-07-09,DET,A,MIN,1B,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,306,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.264,136.0,0.103,0.044,0.0,0.029,0.074,0.0,0.0,0.015,0.294,0.0,0.0,98.169,1
85,MIN-2015-07-10,2015-07-10,DET,A,MIN,1B,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,408,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.265,139.0,0.108,0.043,0.0,0.029,0.072,0.0,0.0,0.014,0.288,0.0,0.0,98.252,1
86,MIN-2015-07-11,2015-07-11,DET,A,MIN,1B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,408,0.2,22.0,0.045,0.045,0.0,0.045,0.0,0.0,0.0,0.0,0.591,0.0,0.0,94.0,0.257,143.0,0.105,0.042,0.0,0.028,0.07,0.0,0.0,0.014,0.301,0.0,0.0,98.357,0
87,MIN-2015-07-12,2015-07-12,DET,A,MIN,1B,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,306,0.168,26.0,0.038,0.038,0.0,0.038,0.0,0.0,0.0,0.0,0.538,0.0,0.0,95.231,0.25,147.0,0.102,0.041,0.0,0.027,0.068,0.0,0.0,0.014,0.299,0.0,0.0,98.456,0
88,DET-2015-07-19,2015-07-19,DET,H,BAL,1B,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,510,0.128,24.0,0.042,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.5,0.0,0.0,95.708,0.245,150.0,0.1,0.04,0.0,0.027,0.067,0.0,0.0,0.013,0.3,0.0,0.0,98.527,0
89,DET-2015-07-20,2015-07-20,DET,H,SEA,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,26.0,0.077,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.462,0.0,0.0,96.769,0.243,155.0,0.103,0.039,0.0,0.026,0.065,0.0,0.0,0.013,0.303,0.0,0.0,98.639,0
90,DET-2015-07-21,2015-07-21,DET,H,SEA,1B,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,204,0.153,26.0,0.077,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.462,0.0,0.0,96.769,0.243,155.0,0.103,0.039,0.0,0.026,0.065,0.0,0.0,0.013,0.303,0.0,0.0,98.639,0
91,DET-2015-07-22,2015-07-22,DET,H,SEA,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,26.0,0.115,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.423,0.0,0.0,97.154,0.245,157.0,0.108,0.038,0.0,0.025,0.064,0.0,0.0,0.013,0.306,0.0,0.0,98.682,0
