,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf
0,KCR-2019-04-29,2019-04-29,TBR,A,KCR,DH,5,4,1,1,1,0,0,0,1,0,0,0,0,0,0,510,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,KCR-2019-05-01,2019-05-01,TBR,A,KCR,1B,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,408,0.381,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.387,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0
2,KCR-2019-05-01,2019-05-01,TBR,A,KCR,1B,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,408,0.381,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.387,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0
3,KCR-2019-05-01,2019-05-01,TBR,A,KCR,1B,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,408,0.381,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.387,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0
4,KCR-2019-05-01,2019-05-01,TBR,A,KCR,1B,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,408,0.381,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.387,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0
5,KCR-2019-05-01,2019-05-01,TBR,A,KCR,1B,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,408,0.381,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.387,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0
6,KCR-2019-05-01,2019-05-01,TBR,A,KCR,1B,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,408,0.381,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.387,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0
7,KCR-2019-05-01,2019-05-01,TBR,A,KCR,1B,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,408,0.381,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.387,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0
8,KCR-2019-05-01,2019-05-01,TBR,A,KCR,1B,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,408,0.381,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.387,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0
9,KCR-2019-05-01,2019-05-01,TBR,A,KCR,DH,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,408,0.381,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.387,6,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,85.0
