,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP
0,PIT-2021-07-20,2021-07-20,PIT,A,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,PIT-2021-07-25,2021-07-25,PIT,A,SFG,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PIT-2021-07-27,2021-07-27,PIT,H,MIL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,PIT-2021-07-29,2021-07-29,PIT,H,MIL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,PIT-2021-08-01,2021-08-01,PIT,H,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,PIT-2021-08-02,2021-08-02,PIT,A,MIL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,PIT-2021-08-05,2021-08-05,PIT,A,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,PIT-2021-08-07,2021-08-07,PIT,A,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,PIT-2021-08-10,2021-08-10,PIT,H,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,PIT-2021-08-11,2021-08-11,PIT,H,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,PIT-2021-08-14,2021-08-14,PIT,H,MIL,P,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11,PIT-2021-08-16,2021-08-16,PIT,A,LAD,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,PIT-2021-08-21,2021-08-21,PIT,A,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,PIT-2021-08-22,2021-08-22,PIT,A,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,PIT-2021-08-25,2021-08-25,PIT,H,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,PIT-2021-08-27,2021-08-27,PIT,H,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,PIT-2021-09-02,2021-09-02,PIT,A,CHC,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,PIT-2021-09-03,2021-09-03,PIT,A,CHC,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,PIT-2021-09-05,2021-09-05,PIT,A,CHC,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,PIT-2021-09-10,2021-09-10,PIT,H,WSN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,PIT-2021-09-14,2021-09-14,PIT,H,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,PIT-2021-09-17,2021-09-17,PIT,A,MIA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,PIT-2021-09-19,2021-09-19,PIT,A,MIA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,PIT-2021-09-21,2021-09-21,PIT,A,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,PIT-2021-09-23,2021-09-23,PIT,A,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,PIT-2021-09-24,2021-09-24,PIT,A,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,PIT-2021-09-26,2021-09-26,PIT,A,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,PIT-2021-09-29,2021-09-29,PIT,H,CHC,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,PIT-2021-10-02,2021-10-02,PIT,H,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
