,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf
0,PIT-2019-04-20,2019-04-20,PIT,H,SFG,CF,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,198,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,PIT-2019-04-21,2019-04-21,PIT,H,SFG,CF,4,4,0,3,1,0,0,0,0,0,0,0,0,0,0,396,0.435,3,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,66.0,0.44,3,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,66.0
2,PIT-2019-04-22,2019-04-22,PIT,H,ARI,CF,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,396,0.638,7,0.429,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,84.857,0.648,7,0.429,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,84.857
3,PIT-2019-04-23,2019-04-23,PIT,H,ARI,CF,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,198,0.504,11,0.273,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,90.0,0.513,11,0.273,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,90.0
4,LAD-2019-04-26,2019-04-26,PIT,A,LAD,CF,4,4,0,1,1,0,0,0,0,0,2,0,0,0,0,388,0.493,13,0.308,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.231,0.0,0.0,91.385,0.501,13,0.308,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.231,0.0,0.0,91.385
5,LAD-2019-04-27,2019-04-27,PIT,A,LAD,CF,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,388,0.446,17,0.235,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.0,0.0,92.706,0.454,17,0.235,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.0,0.0,92.706
6,LAD-2019-04-28,2019-04-28,PIT,A,LAD,PH,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0.417,21,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,93.524,0.425,21,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,93.524
7,TEX-2019-04-30,2019-04-30,PIT,A,TEX,LF,5,5,2,2,1,0,1,1,0,0,0,0,0,0,0,545,0.439,22,0.227,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.0,0.0,93.682,0.447,22,0.227,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.0,0.0,93.682
8,TEX-2019-05-01,2019-05-01,PIT,A,TEX,LF,4,3,0,1,1,0,0,3,1,0,0,0,0,0,0,436,0.476,27,0.185,0.185,0.0,0.037,0.0,0.0,0.0,0.0,0.222,0.0,0.0,96.519,0.487,27,0.185,0.185,0.0,0.037,0.0,0.0,0.0,0.0,0.222,0.0,0.0,96.519
9,PIT-2019-05-03,2019-05-03,PIT,H,OAK,LF,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,396,0.476,31,0.161,0.194,0.0,0.032,0.032,0.0,0.0,0.0,0.194,0.0,0.0,98.129,0.487,31,0.161,0.194,0.0,0.032,0.032,0.0,0.0,0.0,0.194,0.0,0.0,98.129
10,PIT-2019-05-04,2019-05-04,PIT,H,OAK,LF,4,3,1,2,0,0,0,0,1,0,0,0,0,0,0,396,0.446,35,0.171,0.171,0.0,0.029,0.029,0.0,0.0,0.0,0.2,0.0,0.0,98.229,0.455,35,0.171,0.171,0.0,0.029,0.029,0.0,0.0,0.0,0.2,0.0,0.0,98.229
11,PIT-2019-05-05,2019-05-05,PIT,H,OAK,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0.463,39,0.205,0.154,0.0,0.026,0.051,0.0,0.0,0.0,0.179,0.0,0.0,98.308,0.472,39,0.205,0.154,0.0,0.026,0.051,0.0,0.0,0.0,0.179,0.0,0.0,98.308
12,PIT-2019-05-07,2019-05-07,PIT,H,TEX,LF,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0.451,40,0.2,0.15,0.0,0.025,0.05,0.0,0.0,0.0,0.175,0.0,0.0,98.325,0.46,40,0.2,0.15,0.0,0.025,0.05,0.0,0.0,0.0,0.175,0.0,0.0,98.325
13,PIT-2019-05-08,2019-05-08,PIT,H,TEX,PR LF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,99,0.409,44,0.182,0.136,0.0,0.023,0.045,0.0,0.0,0.0,0.159,0.0,0.0,98.386,0.417,44,0.182,0.136,0.0,0.023,0.045,0.0,0.0,0.0,0.159,0.0,0.0,98.386
14,STL-2019-05-09,2019-05-09,PIT,A,STL,LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,45,0.178,0.133,0.0,0.022,0.044,0.0,0.0,0.0,0.178,0.0,0.0,98.4,0.408,45,0.178,0.133,0.0,0.022,0.044,0.0,0.0,0.0,0.178,0.0,0.0,98.4
15,STL-2019-05-10,2019-05-10,PIT,A,STL,LF,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,380,0.4,45,0.178,0.133,0.0,0.022,0.044,0.0,0.0,0.0,0.178,0.0,0.0,98.4,0.408,45,0.178,0.133,0.0,0.022,0.044,0.0,0.0,0.0,0.178,0.0,0.0,98.4
16,STL-2019-05-11,2019-05-11,PIT,A,STL,LF,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,380,0.382,47,0.17,0.128,0.0,0.021,0.043,0.0,0.0,0.0,0.191,0.0,0.0,98.085,0.392,49,0.184,0.122,0.0,0.02,0.041,0.0,0.0,0.0,0.204,0.0,0.0,98.122
17,STL-2019-05-12,2019-05-12,PIT,A,STL,LF,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,475,0.318,47,0.128,0.106,0.0,0.021,0.043,0.0,0.0,0.0,0.255,0.0,0.0,97.745,0.362,53,0.17,0.113,0.0,0.019,0.038,0.0,0.0,0.0,0.245,0.0,0.0,97.887
18,ARI-2019-05-13,2019-05-13,PIT,A,ARI,LF,5,5,0,2,0,0,0,1,0,0,2,0,0,0,0,505,0.3,48,0.125,0.083,0.0,0.021,0.062,0.0,0.0,0.0,0.25,0.0,0.0,97.354,0.342,58,0.155,0.103,0.0,0.017,0.052,0.0,0.0,0.0,0.241,0.0,0.0,97.638
19,ARI-2019-05-14,2019-05-14,PIT,A,ARI,PH LF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0.299,51,0.137,0.078,0.0,0.02,0.059,0.0,0.0,0.0,0.255,0.0,0.0,97.647,0.343,63,0.175,0.095,0.0,0.016,0.048,0.0,0.0,0.0,0.254,0.0,0.0,97.905
20,SDP-2019-05-16,2019-05-16,PIT,A,SDP,LF,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,384,0.293,52,0.135,0.077,0.0,0.019,0.058,0.0,0.0,0.0,0.25,0.0,0.0,97.712,0.338,64,0.172,0.094,0.0,0.016,0.047,0.0,0.0,0.0,0.25,0.0,0.0,97.953
21,SDP-2019-05-17,2019-05-17,PIT,A,SDP,LF,4,4,1,2,0,0,1,2,0,0,0,0,0,0,0,384,0.287,52,0.154,0.058,0.0,0.019,0.058,0.0,0.0,0.0,0.231,0.0,0.0,97.635,0.33,68,0.176,0.088,0.0,0.015,0.044,0.0,0.0,0.0,0.25,0.0,0.0,97.838
22,SDP-2019-05-18,2019-05-18,PIT,A,SDP,LF,5,3,1,1,0,0,1,1,2,0,1,0,0,0,0,480,0.318,52,0.173,0.038,0.0,0.038,0.058,0.0,0.0,0.0,0.212,0.0,0.0,97.558,0.353,72,0.181,0.083,0.0,0.028,0.042,0.0,0.0,0.0,0.236,0.0,0.0,97.736
23,SDP-2019-05-19,2019-05-19,PIT,A,SDP,CF LF,4,4,2,2,1,0,0,0,0,0,1,0,0,0,0,384,0.339,56,0.143,0.036,0.0,0.054,0.089,0.0,0.0,0.0,0.214,0.0,0.0,97.429,0.375,77,0.169,0.078,0.0,0.039,0.065,0.0,0.0,0.0,0.234,0.0,0.0,97.623
24,PIT-2019-05-21,2019-05-21,PIT,H,COL,LF,4,2,0,1,1,0,0,0,2,0,0,0,0,0,0,396,0.326,55,0.164,0.036,0.0,0.036,0.091,0.0,0.0,0.0,0.236,0.0,0.0,96.273,0.382,81,0.173,0.086,0.0,0.037,0.062,0.0,0.0,0.0,0.235,0.0,0.0,97.543
25,PIT-2019-05-22,2019-05-22,PIT,H,COL,LF,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,396,0.339,55,0.164,0.036,0.0,0.036,0.109,0.0,0.0,0.0,0.236,0.0,0.0,95.545,0.395,85,0.165,0.094,0.0,0.035,0.082,0.0,0.0,0.0,0.224,0.0,0.0,97.612
26,PIT-2019-05-23,2019-05-23,PIT,H,COL,PH LF,1,1,1,1,0,0,1,3,0,0,0,0,0,0,0,99,0.327,59,0.153,0.034,0.0,0.034,0.119,0.0,0.0,0.0,0.22,0.0,0.0,95.78,0.385,89,0.157,0.09,0.0,0.034,0.09,0.0,0.0,0.0,0.213,0.0,0.0,97.674
27,PIT-2019-05-24,2019-05-24,PIT,H,LAD,LF,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,396,0.364,56,0.143,0.036,0.0,0.054,0.125,0.0,0.0,0.0,0.214,0.0,0.0,95.607,0.404,90,0.156,0.089,0.0,0.044,0.089,0.0,0.0,0.0,0.211,0.0,0.0,97.689
28,PIT-2019-05-25,2019-05-25,PIT,H,LAD,LF,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,396,0.336,56,0.125,0.036,0.0,0.054,0.107,0.0,0.0,0.0,0.214,0.0,0.0,95.607,0.396,94,0.16,0.085,0.0,0.043,0.085,0.0,0.0,0.0,0.202,0.0,0.0,97.745
29,PIT-2019-05-26,2019-05-26,PIT,H,LAD,LF,5,5,2,2,0,0,1,2,0,0,1,0,0,0,0,495,0.334,59,0.136,0.034,0.0,0.051,0.102,0.0,0.0,0.0,0.237,0.0,0.0,95.78,0.389,98,0.163,0.082,0.0,0.041,0.082,0.0,0.0,0.0,0.214,0.0,0.0,97.796
