,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP
0,PIT-2014-03-31,2014-03-31,CHC,A,PIT,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,PIT-2014-04-02,2014-04-02,CHC,A,PIT,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PIT-2014-04-03,2014-04-03,CHC,A,PIT,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,CHC-2014-04-05,2014-04-05,CHC,H,PHI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,CHC-2014-04-08,2014-04-08,CHC,H,PIT,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,CHC-2014-04-10,2014-04-10,CHC,H,PIT,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,STL-2014-04-11,2014-04-11,CHC,A,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,CHC-2014-04-18,2014-04-18,CHC,H,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,CHC-2014-04-20,2014-04-20,CHC,H,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CHC-2014-04-22,2014-04-22,CHC,H,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,CHC-2014-04-23,2014-04-23,CHC,H,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CIN-2014-04-29,2014-04-29,CHC,A,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CHC-2014-05-02,2014-05-02,CHC,H,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,CHC-2014-05-04,2014-05-04,CHC,H,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CHC-2014-05-05,2014-05-05,CHC,H,CHW,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ATL-2014-05-10,2014-05-10,CHC,A,ATL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,STL-2014-05-12,2014-05-12,CHC,A,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,STL-2014-05-13,2014-05-13,CHC,A,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,CHC-2014-05-16,2014-05-16,CHC,H,MIL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,CHC-2014-05-20,2014-05-20,CHC,H,NYY,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,SDP-2014-05-25,2014-05-25,CHC,A,SDP,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,SFG-2014-05-26,2014-05-26,CHC,A,SFG,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,SFG-2014-05-28,2014-05-28,CHC,A,SFG,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,MIL-2014-05-31,2014-05-31,CHC,A,MIL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,MIL-2014-06-01,2014-06-01,CHC,A,MIL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,CHC-2014-06-04,2014-06-04,CHC,H,NYM,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,CHC-2014-06-05,2014-06-05,CHC,H,NYM,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,CHC-2014-06-07,2014-06-07,CHC,H,MIA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,CHC-2014-06-08,2014-06-08,CHC,H,MIA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,PIT-2014-06-11,2014-06-11,CHC,A,PIT,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,MIA-2014-06-16,2014-06-16,CHC,A,MIA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,MIA-2014-06-17,2014-06-17,CHC,A,MIA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,CHC-2014-06-21,2014-06-21,CHC,H,PIT,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,CHC-2014-06-24,2014-06-24,CHC,H,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,CHC-2014-06-25,2014-06-25,CHC,H,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,CHC-2014-06-27,2014-06-27,CHC,H,WSN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,CHC-2014-06-28,2014-06-28,CHC,H,WSN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,WSN-2014-07-05,2014-07-05,CHC,A,WSN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,CIN-2014-07-08,2014-07-08,CHC,A,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,CIN-2014-07-09,2014-07-09,CHC,A,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,CHC-2014-07-13,2014-07-13,CHC,H,ATL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,ARI-2014-07-18,2014-07-18,CHC,A,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,CHC-2014-07-23,2014-07-23,CHC,H,SDP,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,CHC-2014-07-25,2014-07-25,CHC,H,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CHC-2014-07-29,2014-07-29,CHC,H,COL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,CHC-2014-07-30,2014-07-30,CHC,H,COL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,LAD-2014-08-01,2014-08-01,CHC,A,LAD,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,LAD-2014-08-02,2014-08-02,CHC,A,LAD,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,COL-2014-08-05,2014-08-05,CHC,A,COL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,COL-2014-08-07,2014-08-07,CHC,A,COL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,CHC-2014-08-08,2014-08-08,CHC,H,TBR,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,CHC-2014-08-10,2014-08-10,CHC,H,TBR,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,CHC-2014-08-11,2014-08-11,CHC,H,MIL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,CHC-2014-08-13,2014-08-13,CHC,H,MIL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,NYM-2014-08-15,2014-08-15,CHC,A,NYM,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,CHC-2014-08-21,2014-08-21,CHC,H,SFG,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,CHC-2014-08-23,2014-08-23,CHC,H,BAL,P,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
57,CIN-2014-08-27,2014-08-27,CHC,A,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,STL-2014-08-29,2014-08-29,CHC,A,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,STL-2014-08-30,2014-08-30,CHC,A,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,STL-2014-08-31,2014-08-31,CHC,A,STL,P,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
61,CHC-2014-09-03,2014-09-03,CHC,H,MIL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,CHC-2014-09-05,2014-09-05,CHC,H,PIT,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,PIT-2014-09-12,2014-09-12,CHC,A,PIT,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,CHC-2014-09-18,2014-09-18,CHC,H,LAD,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,CHC-2014-09-20,2014-09-20,CHC,H,LAD,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,CHC-2014-09-23,2014-09-23,CHC,H,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,MIL-2014-09-26,2014-09-26,CHC,A,MIL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,MIL-2014-09-28,2014-09-28,CHC,A,MIL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,STL-2015-05-07,2015-05-07,CHC,A,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,MIL-2015-05-10,2015-05-10,CHC,A,MIL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,CHC-2015-05-11,2015-05-11,CHC,H,NYM,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,CHC-2015-05-14,2015-05-14,CHC,H,NYM,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,CHC-2015-05-15,2015-05-15,CHC,H,PIT,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,SDP-2015-05-20,2015-05-20,CHC,A,SDP,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,ARI-2015-05-22,2015-05-22,CHC,A,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,ARI-2015-05-24,2015-05-24,CHC,A,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,CHC-2015-05-25,2015-05-25,CHC,H,WSN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CHC-2015-05-29,2015-05-29,CHC,H,KCR,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,CHC-2015-05-31,2015-05-31,CHC,H,KCR,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,WSN-2015-06-04,2015-06-04,CHC,A,WSN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,WSN-2015-06-05,2015-06-05,CHC,A,WSN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,WSN-2015-06-07,2015-06-07,CHC,A,WSN,P,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14,CHC-2015-06-11,2015-06-11,CHC,H,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,CHC-2015-06-13,2015-06-13,CHC,H,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,CHC-2015-06-16,2015-06-16,CHC,H,CLE,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,CHC-2015-06-24,2015-06-24,CHC,H,LAD,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
