,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf
0,BOS-2017-07-14,2017-07-14,NYY,A,BOS,1B,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,420,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,BOS-2017-07-15,2017-07-15,NYY,A,BOS,1B,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,315,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,84.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,84.0
2,BOS-2017-07-16,2017-07-16,NYY,A,BOS,1B,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,315,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,91.875,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,91.875
3,MIN-2017-07-17,2017-07-17,NYY,A,MIN,1B,4,4,1,3,2,0,0,1,0,0,1,0,0,0,0,404,0.123,11,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.0,0.0,95.455,0.124,11,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.0,0.0,95.455
4,MIN-2017-07-18,2017-07-18,NYY,A,MIN,1B,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0.327,15,0.067,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,96.933,0.329,15,0.067,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,96.933
5,MIN-2017-07-19,2017-07-19,NYY,A,MIN,1B,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,303,0.254,19,0.053,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.0,0.0,97.789,0.256,19,0.053,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.0,0.0,97.789
6,SEA-2017-07-22,2017-07-22,NYY,A,SEA,1B,3,3,1,1,0,1,0,0,0,0,2,0,0,0,0,288,0.218,22,0.045,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.0,0.0,98.227,0.219,22,0.045,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.0,0.0,98.227
7,NYY-2017-07-29,2017-07-29,NYY,H,TBR,1B,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,200,0.255,25,0.04,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,97.96,0.257,25,0.04,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,97.96
8,TOR-2017-08-08,2017-08-08,NYY,A,TOR,1B,4,3,0,2,0,0,0,2,0,0,0,0,0,1,0,400,0.39,9,0.111,0.0,0.111,0.0,0.111,0.0,0.0,0.0,0.333,0.0,0.0,87.889,0.298,27,0.074,0.111,0.037,0.0,0.037,0.0,0.0,0.0,0.333,0.0,0.0,98.111
9,TOR-2017-08-09,2017-08-09,NYY,A,TOR,1B,5,5,1,4,1,0,0,2,0,0,0,0,0,0,0,500,0.542,10,0.3,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.0,88.8,0.317,31,0.129,0.097,0.032,0.0,0.032,0.0,0.0,0.0,0.29,0.032,0.0,98.355
10,TOR-2017-08-10,2017-08-10,NYY,A,TOR,1B,4,4,0,2,1,0,0,0,0,0,1,0,0,0,0,400,0.624,15,0.4,0.067,0.067,0.0,0.067,0.0,0.0,0.0,0.133,0.067,0.0,92.533,0.382,36,0.194,0.111,0.028,0.0,0.028,0.0,0.0,0.0,0.25,0.028,0.0,98.583
11,NYY-2017-08-11,2017-08-11,NYY,H,BOS,1B,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,200,0.603,19,0.368,0.105,0.053,0.0,0.053,0.0,0.0,0.0,0.158,0.053,0.0,94.105,0.397,40,0.2,0.125,0.025,0.0,0.025,0.0,0.0,0.0,0.25,0.025,0.0,98.725
12,NYM-2017-08-16,2017-08-16,NYY,A,NYM,1B,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,376,0.547,18,0.389,0.111,0.0,0.0,0.056,0.0,0.0,0.0,0.111,0.056,0.0,94.444,0.378,42,0.19,0.119,0.024,0.0,0.024,0.0,0.0,0.0,0.262,0.024,0.0,98.786
13,MIA-2018-03-29,2018-03-29,MIA,H,CHC,RF,4,3,0,1,0,0,0,1,1,0,1,0,0,0,0,380,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343,46,0.174,0.109,0.022,0.0,0.022,0.0,0.0,0.0,0.261,0.022,0.0,98.37
14,MIA-2018-03-30,2018-03-30,MIA,H,CHC,RF,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,190,0.392,5,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,76.0,0.347,50,0.18,0.1,0.02,0.0,0.04,0.0,0.0,0.0,0.26,0.02,0.0,98.1
15,MIA-2018-03-31,2018-03-31,MIA,H,CHC,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0.382,7,0.143,0.0,0.0,0.0,0.143,0.0,0.143,0.0,0.286,0.0,0.0,81.429,0.347,52,0.173,0.096,0.019,0.0,0.038,0.0,0.019,0.0,0.269,0.019,0.0,97.981
16,MIA-2018-04-01,2018-04-01,MIA,H,CHC,1B,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,190,0.327,8,0.125,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.25,0.0,0.0,83.125,0.341,53,0.17,0.094,0.019,0.0,0.038,0.0,0.019,0.0,0.264,0.019,0.0,97.925
