,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf
0,WSN-2018-06-20,2018-06-20,BAL,A,WSN,3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,WSN-2018-06-21,2018-06-21,BAL,A,WSN,3B,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,306,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ATL-2018-06-22,2018-06-22,BAL,A,ATL,PH 3B,3,3,1,1,0,0,0,1,0,0,1,0,0,0,0,306,0.23,4,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,76.5,0.231,4,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,76.5
3,BAL-2018-06-27,2018-06-27,BAL,H,SEA,PH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0.262,7,0.143,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.143,0.0,0.0,87.429,0.262,7,0.143,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.143,0.0,0.0,87.429
4,BAL-2018-06-28,2018-06-28,BAL,H,SEA,3B,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,400,0.224,8,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.25,0.0,0.0,89.0,0.224,8,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.25,0.0,0.0,89.0
5,BAL-2018-06-30,2018-06-30,BAL,H,LAA,2B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,400,0.223,12,0.167,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.167,0.0,0.0,92.667,0.222,12,0.167,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.167,0.0,0.0,92.667
6,BAL-2018-07-01,2018-07-01,BAL,H,LAA,2B,3,3,1,2,1,0,0,1,0,0,0,0,0,0,0,300,0.163,16,0.125,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.188,0.0,0.0,94.5,0.163,16,0.125,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.188,0.0,0.0,94.5
7,BAL-2018-09-18,2018-09-18,BAL,H,TOR,3B,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,400,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253,19,0.158,0.053,0.0,0.0,0.053,0.0,0.0,0.0,0.158,0.0,0.0,95.368
8,NYY-2018-09-22,2018-09-22,BAL,A,NYY,3B,5,4,0,2,1,0,0,0,1,0,1,0,0,0,0,500,0.172,5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,80.0,0.239,23,0.13,0.043,0.0,0.0,0.087,0.0,0.0,0.0,0.174,0.0,0.0,96.174
9,NYY-2018-09-23,2018-09-23,BAL,A,NYY,2B,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0.39,10,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,90.0,0.298,28,0.143,0.071,0.0,0.0,0.107,0.0,0.0,0.0,0.179,0.0,0.0,96.857
10,BOS-2018-09-24,2018-09-24,BAL,A,BOS,2B,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,312,0.319,12,0.083,0.083,0.0,0.0,0.167,0.0,0.0,0.0,0.167,0.0,0.0,91.667,0.278,30,0.133,0.067,0.0,0.0,0.1,0.0,0.0,0.0,0.167,0.0,0.0,97.067
11,BOS-2018-09-26,2018-09-26,BAL,A,BOS,2B SS,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,416,0.25,15,0.067,0.067,0.0,0.0,0.133,0.0,0.0,0.0,0.267,0.0,0.0,94.133,0.252,33,0.121,0.061,0.0,0.0,0.091,0.0,0.0,0.0,0.212,0.0,0.0,97.697
12,BOS-2018-09-26,2018-09-26,BAL,A,BOS,2B SS,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,416,0.25,15,0.067,0.067,0.0,0.0,0.133,0.0,0.0,0.0,0.267,0.0,0.0,94.133,0.252,33,0.121,0.061,0.0,0.0,0.091,0.0,0.0,0.0,0.212,0.0,0.0,97.697
13,BOS-2018-09-26,2018-09-26,BAL,A,BOS,2B SS,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,416,0.25,15,0.067,0.067,0.0,0.0,0.133,0.0,0.0,0.0,0.267,0.0,0.0,94.133,0.252,33,0.121,0.061,0.0,0.0,0.091,0.0,0.0,0.0,0.212,0.0,0.0,97.697
14,BOS-2018-09-26,2018-09-26,BAL,A,BOS,2B SS,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,416,0.25,15,0.067,0.067,0.0,0.0,0.133,0.0,0.0,0.0,0.267,0.0,0.0,94.133,0.252,33,0.121,0.061,0.0,0.0,0.091,0.0,0.0,0.0,0.212,0.0,0.0,97.697
15,BOS-2018-09-26,2018-09-26,BAL,A,BOS,2B SS,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,416,0.25,15,0.067,0.067,0.0,0.0,0.133,0.0,0.0,0.0,0.267,0.0,0.0,94.133,0.252,33,0.121,0.061,0.0,0.0,0.091,0.0,0.0,0.0,0.212,0.0,0.0,97.697
16,BOS-2018-09-26,2018-09-26,BAL,A,BOS,2B SS,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,416,0.25,15,0.067,0.067,0.0,0.0,0.133,0.0,0.0,0.0,0.267,0.0,0.0,94.133,0.252,33,0.121,0.061,0.0,0.0,0.091,0.0,0.0,0.0,0.212,0.0,0.0,97.697
17,BOS-2018-09-26,2018-09-26,BAL,A,BOS,2B SS,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,416,0.25,15,0.067,0.067,0.0,0.0,0.133,0.0,0.0,0.0,0.267,0.0,0.0,94.133,0.252,33,0.121,0.061,0.0,0.0,0.091,0.0,0.0,0.0,0.212,0.0,0.0,97.697
18,BOS-2018-09-26,2018-09-26,BAL,A,BOS,2B SS,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,416,0.25,15,0.067,0.067,0.0,0.0,0.133,0.0,0.0,0.0,0.267,0.0,0.0,94.133,0.252,33,0.121,0.061,0.0,0.0,0.091,0.0,0.0,0.0,0.212,0.0,0.0,97.697
