,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP
0,SFG-2015-06-13,2015-06-13,SFG,H,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,SFG-2015-06-14,2015-06-14,SFG,H,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,LAD-2015-06-19,2015-06-19,SFG,A,LAD,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,LAD-2015-06-21,2015-06-21,SFG,A,LAD,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,SFG-2015-06-26,2015-06-26,SFG,H,COL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,MIA-2015-07-02,2015-07-02,SFG,A,MIA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,SFG-2015-08-25,2015-08-25,SFG,H,CHC,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,SFG-2015-08-27,2015-08-27,SFG,H,CHC,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,SFG-2015-08-29,2015-08-29,SFG,H,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,SFG-2015-08-30,2015-08-30,SFG,H,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,LAD-2015-08-31,2015-08-31,SFG,A,LAD,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,COL-2015-09-03,2015-09-03,SFG,A,COL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,ARI-2015-09-09,2015-09-09,SFG,A,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,SFG-2015-09-15,2015-09-15,SFG,H,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,SFG-2015-09-16,2015-09-16,SFG,H,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,SFG-2015-09-19,2015-09-19,SFG,H,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,SDP-2015-09-23,2015-09-23,SFG,A,SDP,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,SDP-2015-09-24,2015-09-24,SFG,A,SDP,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,SFG-2015-09-29,2015-09-29,SFG,H,LAD,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,SFG-2015-10-02,2015-10-02,SFG,H,COL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,SFG-2015-10-04,2015-10-04,SFG,H,COL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,SFG-2016-04-19,2016-04-19,SFG,H,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,SFG-2016-04-22,2016-04-22,SFG,H,MIA,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SFG-2016-04-27,2016-04-27,SFG,H,SDP,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,NYM-2016-04-29,2016-04-29,SFG,A,NYM,P,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
