,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP
0,CIN-2021-04-01,2021-04-01,CIN,H,STL,2B,4,4,0,2,1,0,0,0,0,0,1,0,0,0,0
1,CIN-2021-04-03,2021-04-03,CIN,H,STL,2B,4,3,0,2,0,0,0,1,0,0,1,1,0,0,0
2,CIN-2021-04-04,2021-04-04,CIN,H,STL,2B,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0
3,CIN-2021-04-05,2021-04-05,CIN,H,PIT,2B,4,4,0,1,0,0,0,1,0,0,2,0,0,0,0
4,CIN-2021-04-06,2021-04-06,CIN,H,PIT,2B,5,4,3,3,0,1,0,4,0,0,0,0,0,1,0
5,CIN-2021-04-07,2021-04-07,CIN,H,PIT,2B,4,2,0,1,0,0,0,3,0,0,1,1,0,1,0
6,ARI-2021-04-09,2021-04-09,CIN,A,ARI,2B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0
7,ARI-2021-04-10,2021-04-10,CIN,A,ARI,2B,4,4,0,1,0,0,0,1,0,0,1,0,0,0,1
8,SFG-2021-04-12,2021-04-12,CIN,A,SFG,2B,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0
9,SFG-2021-04-13,2021-04-13,CIN,A,SFG,2B,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0
10,SFG-2021-04-14,2021-04-14,CIN,A,SFG,2B,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0
11,CIN-2021-04-16,2021-04-16,CIN,H,CLE,2B,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0
12,CIN-2021-04-17,2021-04-17,CIN,H,CLE,2B,5,4,0,0,0,0,0,0,1,1,3,0,0,0,0
13,CIN-2021-04-18,2021-04-18,CIN,H,CLE,2B,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0
14,CIN-2021-04-20,2021-04-20,CIN,H,ARI,2B,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0
15,CIN-2021-04-21,2021-04-21,CIN,H,ARI,2B,3,2,0,0,0,0,0,1,0,0,0,0,0,1,1
16,CIN-2021-04-22,2021-04-22,CIN,H,ARI,2B,5,4,1,1,0,0,1,1,1,0,1,0,0,0,0
17,STL-2021-04-23,2021-04-23,CIN,A,STL,2B,4,4,1,1,0,1,0,1,0,0,0,0,0,0,0
18,STL-2021-04-24,2021-04-24,CIN,A,STL,2B,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0
19,STL-2021-04-25,2021-04-25,CIN,A,STL,2B,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20,LAD-2021-04-26,2021-04-26,CIN,A,LAD,2B,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0
21,CIN-2021-05-04,2021-05-04,CIN,H,CHW,2B,3,2,0,0,0,0,0,0,1,0,2,0,0,0,0
22,CIN-2021-05-05,2021-05-05,CIN,H,CHW,2B,4,3,0,0,0,0,0,0,1,0,1,0,0,0,1
23,CLE-2021-05-08,2021-05-08,CIN,A,CLE,2B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0
24,PIT-2021-05-10,2021-05-10,CIN,A,PIT,PH 2B,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,PIT-2021-05-12,2021-05-12,CIN,A,PIT,2B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,COL-2021-05-13,2021-05-13,CIN,A,COL,2B,4,4,2,2,0,0,1,3,0,0,0,0,0,0,0
27,COL-2021-05-14,2021-05-14,CIN,A,COL,2B,4,4,1,2,1,0,1,2,0,0,1,0,0,0,0
28,COL-2021-05-15,2021-05-15,CIN,A,COL,2B,5,3,0,1,0,0,0,0,2,0,0,0,0,0,0
29,COL-2021-05-16,2021-05-16,CIN,A,COL,2B,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0
30,CIN-2021-05-17,2021-05-17,CIN,H,SFG,2B,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
31,CIN-2021-05-18,2021-05-18,CIN,H,SFG,2B,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
32,CIN-2021-05-19,2021-05-19,CIN,H,SFG,2B,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1
33,CIN-2021-05-20,2021-05-20,CIN,H,SFG,2B,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0
34,CIN-2021-05-21,2021-05-21,CIN,H,MIL,2B,4,3,0,1,0,0,0,1,1,0,1,0,0,0,0
35,CIN-2021-05-22,2021-05-22,CIN,H,MIL,2B,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0
36,WSN-2021-05-25,2021-05-25,CIN,A,WSN,2B,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0
37,WSN-2021-05-26,2021-05-26,CIN,A,WSN,2B,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0
38,CHC-2021-05-28,2021-05-28,CIN,A,CHC,2B,4,2,0,1,0,0,0,0,1,0,0,1,0,0,0
39,CHC-2021-05-29,2021-05-29,CIN,A,CHC,2B,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0
40,CHC-2021-05-30,2021-05-30,CIN,A,CHC,2B,4,4,0,2,0,0,0,1,0,0,2,0,0,0,0
41,CIN-2021-05-31,2021-05-31,CIN,H,PHI,PH 2B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,CIN-2021-06-01,2021-06-01,CIN,H,PHI,2B,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1
43,STL-2021-06-03,2021-06-03,CIN,A,STL,2B,4,3,0,2,1,0,0,0,1,0,0,0,0,0,0
44,STL-2021-06-04,2021-06-04,CIN,A,STL,2B,4,2,2,2,0,0,1,2,2,0,0,0,0,0,0
45,STL-2021-06-05,2021-06-05,CIN,A,STL,2B,5,4,1,2,1,0,1,1,1,0,0,0,0,0,0
46,STL-2021-06-06,2021-06-06,CIN,A,STL,2B,5,4,2,1,0,0,0,0,0,0,1,1,0,0,0
47,CIN-2021-06-08,2021-06-08,CIN,H,MIL,2B,4,2,0,0,0,0,0,0,1,0,1,0,1,0,0
48,CIN-2021-06-09,2021-06-09,CIN,H,MIL,2B,5,4,1,1,0,0,0,1,1,0,1,0,0,0,0
49,CIN-2021-06-10,2021-06-10,CIN,H,MIL,2B,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0
