,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP
0,CHW-2015-08-04,2015-08-04,CHW,H,TBR,PH CF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,CHW-2015-08-07,2015-08-07,CHW,A,KCR,CF,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0
2,CHW-2015-08-09,2015-08-09,CHW,A,KCR,CF,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
3,CHW-2015-08-11,2015-08-11,CHW,H,LAA,LF,3,2,1,1,0,0,1,1,1,0,0,0,0,0,0
4,CHW-2015-08-12,2015-08-12,CHW,H,LAA,CF,3,3,1,2,0,0,0,0,0,0,1,0,0,0,0
5,CHW-2015-08-17,2015-08-17,CHW,A,LAA,RF,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0
6,CHW-2015-08-19,2015-08-19,CHW,A,LAA,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,CHW-2015-08-20,2015-08-20,CHW,A,LAA,PH CF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8,CHW-2015-08-21,2015-08-21,CHW,A,SEA,LF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9,CHW-2015-08-22,2015-08-22,CHW,A,SEA,RF,3,3,1,2,0,0,1,1,0,0,0,0,0,0,0
10,CHW-2015-08-25,2015-08-25,CHW,H,BOS,RF,4,4,0,3,1,1,0,3,0,0,0,0,0,0,0
11,CHW-2015-08-27,2015-08-27,CHW,H,SEA,RF,4,4,0,2,2,0,0,1,0,0,1,0,0,0,0
12,CHW-2015-08-29,2015-08-29,CHW,H,SEA,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,CHW-2015-08-30,2015-08-30,CHW,H,SEA,RF,6,5,1,1,0,0,0,0,1,0,0,0,0,0,0
14,CHW-2015-09-01,2015-09-01,CHW,A,MIN,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,CHW-2015-09-02,2015-09-02,CHW,A,MIN,CF,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0
16,CHW-2015-09-03,2015-09-03,CHW,A,MIN,PH RF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,CHW-2015-09-04,2015-09-04,CHW,A,KCR,LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,CHW-2015-09-05,2015-09-05,CHW,A,KCR,LF,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0
19,CHW-2015-09-06,2015-09-06,CHW,A,KCR,PR LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,CHW-2015-09-07,2015-09-07,CHW,H,CLE,PH,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
21,CHW-2015-09-08,2015-09-08,CHW,H,CLE,RF,4,3,1,2,0,0,0,2,1,0,1,0,0,0,0
22,CHW-2015-09-09,2015-09-09,CHW,H,CLE,RF,4,4,1,2,0,0,1,2,0,0,0,0,0,0,0
23,CHW-2015-09-12,2015-09-12,CHW,H,MIN,LF RF,5,4,1,2,1,0,0,1,1,0,1,0,0,0,0
24,CHW-2015-09-13,2015-09-13,CHW,H,MIN,RF,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0
25,CHW-2015-09-14,2015-09-14,CHW,H,OAK,RF,4,4,1,1,0,0,1,2,0,0,1,0,0,0,0
26,CHW-2015-09-17,2015-09-17,CHW,H,OAK,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,CHW-2015-09-18,2015-09-18,CHW,A,CLE,LF,4,4,0,1,1,0,0,0,0,0,2,0,0,0,0
28,CHW-2015-09-19,2015-09-19,CHW,A,CLE,RF,4,2,1,0,0,0,0,0,2,0,2,0,0,0,0
29,CHW-2015-09-20,2015-09-20,CHW,A,CLE,RF,4,4,1,1,1,0,0,0,0,0,2,0,0,0,0
30,CHW-2015-09-21,2015-09-21,CHW,A,DET,LF,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3
31,CHW-2015-09-21,2015-09-21,CHW,A,DET,LF,4,4,1,2,1,1,0,0,0,0,0,0,0,0,0
32,CHW-2015-09-22,2015-09-22,CHW,A,DET,RF,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
33,CHW-2015-09-23,2015-09-23,CHW,A,DET,CF,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0
34,CHW-2015-09-24,2015-09-24,CHW,A,NYY,RF,4,3,1,1,0,0,1,2,1,0,1,0,0,0,0
35,CHW-2015-09-25,2015-09-25,CHW,A,NYY,RF,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0
36,CHW-2015-09-26,2015-09-26,CHW,A,NYY,RF,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0
37,CHW-2015-09-27,2015-09-27,CHW,A,NYY,CF,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
38,CHW-2015-09-29,2015-09-29,CHW,H,KCR,LF,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0
39,CHW-2015-09-30,2015-09-30,CHW,H,KCR,RF,5,4,0,2,0,0,0,0,1,0,0,0,0,0,0
40,CHW-2015-10-01,2015-10-01,CHW,H,KCR,CF,4,4,0,2,0,0,0,1,0,0,2,0,0,0,0
41,CHW-2015-10-02,2015-10-02,CHW,H,DET,LF,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
42,CHW-2015-10-03,2015-10-03,CHW,H,DET,LF,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0
43,CHW-2015-10-04,2015-10-04,CHW,H,DET,CF,4,3,0,1,0,1,0,0,1,0,0,0,0,0,0
0,LAD-2016-04-04,2016-04-04,LAD,A,SDP,LF RF,2,1,2,1,1,0,0,1,1,0,0,0,0,0,0
1,LAD-2016-04-05,2016-04-05,LAD,A,SDP,LF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,LAD-2016-04-06,2016-04-06,LAD,A,SDP,LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,LAD-2016-04-07,2016-04-07,LAD,A,SFG,LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,LAD-2016-04-09,2016-04-09,LAD,A,SFG,LF CF,5,5,0,1,1,0,0,0,0,0,2,0,0,0,0
5,LAD-2016-04-10,2016-04-10,LAD,A,SFG,LF,3,3,0,2,0,0,0,2,0,0,0,0,0,0,0
6,LAD-2016-04-12,2016-04-12,LAD,H,ARI,CF,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0
7,LAD-2016-04-13,2016-04-13,LAD,H,ARI,RF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,LAD-2016-04-14,2016-04-14,LAD,H,ARI,CF,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0
9,LAD-2016-04-15,2016-04-15,LAD,H,SFG,CF,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0
10,LAD-2016-04-16,2016-04-16,LAD,H,SFG,RF,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0
