,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP
0,NYM-2018-07-24,2018-07-24,NYM,H,SDP,PH 3B,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,NYM-2018-07-25,2018-07-25,NYM,H,SDP,PH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,PIT-2018-07-26,2018-07-26,NYM,A,PIT,3B,5,2,1,1,0,0,0,0,2,1,0,1,0,0,0
3,PIT-2018-07-27,2018-07-27,NYM,A,PIT,2B,4,3,0,0,0,0,0,0,0,0,1,0,1,0,1
4,PIT-2018-07-28,2018-07-28,NYM,A,PIT,2B,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0
5,PIT-2018-07-29,2018-07-29,NYM,A,PIT,2B,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0
6,WSN-2018-07-31,2018-07-31,NYM,A,WSN,2B,4,4,2,1,0,0,1,2,0,0,1,0,0,0,0
7,WSN-2018-08-01,2018-08-01,NYM,A,WSN,PH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8,NYM-2018-08-02,2018-08-02,NYM,H,ATL,2B,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,NYM-2018-08-04,2018-08-04,NYM,H,ATL,2B,4,4,0,4,1,0,0,0,0,0,0,0,0,0,0
10,NYM-2018-08-05,2018-08-05,NYM,H,ATL,2B,4,4,0,1,1,0,0,1,0,0,1,0,0,0,0
11,NYM-2018-08-06,2018-08-06,NYM,H,CIN,2B,5,4,2,3,0,0,1,1,0,0,0,0,1,0,0
12,NYM-2018-08-07,2018-08-07,NYM,H,CIN,2B,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0
13,NYM-2018-08-08,2018-08-08,NYM,H,CIN,2B,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0
14,MIA-2018-08-10,2018-08-10,NYM,A,MIA,2B,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0
15,MIA-2018-08-11,2018-08-11,NYM,A,MIA,2B,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MIA-2018-08-12,2018-08-12,NYM,A,MIA,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,NYY-2018-08-13,2018-08-13,NYM,A,NYY,2B,5,5,0,2,0,0,0,1,0,0,0,0,0,0,0
18,BAL-2018-08-14,2018-08-14,NYM,A,BAL,2B,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
19,BAL-2018-08-15,2018-08-15,NYM,A,BAL,2B,6,5,2,1,0,0,0,0,1,0,0,0,0,0,0
20,PHI-2018-08-16,2018-08-16,NYM,A,PHI,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,PHI-2018-08-16,2018-08-16,NYM,A,PHI,2B,5,5,1,1,1,0,0,0,0,0,1,0,0,0,0
22,PHI-2018-08-17,2018-08-17,NYM,A,PHI,2B,4,4,2,2,1,0,0,0,0,0,1,0,0,0,0
23,PHI-2018-08-18,2018-08-18,NYM,A,PHI,2B,4,4,1,2,0,1,0,1,0,0,0,0,0,0,0
24,PHI-2018-08-19,2018-08-19,NYM,A,PHI,2B,5,5,0,2,0,0,0,2,0,0,2,0,0,0,0
25,NYM-2018-08-20,2018-08-20,NYM,H,SFG,PH,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26,NYM-2018-08-21,2018-08-21,NYM,H,SFG,2B,4,4,2,4,1,0,0,1,0,0,0,0,0,0,0
27,NYM-2018-08-22,2018-08-22,NYM,H,SFG,2B,4,4,0,2,0,1,0,1,0,0,0,0,0,0,0
28,NYM-2018-08-23,2018-08-23,NYM,H,SFG,2B,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0
29,NYM-2018-08-24,2018-08-24,NYM,H,WSN,2B,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0
30,NYM-2018-08-25,2018-08-25,NYM,H,WSN,2B,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0
31,NYM-2018-08-26,2018-08-26,NYM,H,WSN,2B,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0
32,CHC-2018-08-27,2018-08-27,NYM,A,CHC,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,CHC-2018-08-28,2018-08-28,NYM,A,CHC,2B,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0
34,CHC-2018-08-29,2018-08-29,NYM,A,CHC,2B,5,4,2,0,0,0,0,0,1,0,0,0,0,0,0
35,SFG-2018-08-31,2018-08-31,NYM,A,SFG,2B,4,3,0,1,1,0,0,0,0,0,1,1,0,0,0
36,SFG-2018-09-01,2018-09-01,NYM,A,SFG,PH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
37,SFG-2018-09-02,2018-09-02,NYM,A,SFG,2B,4,4,0,2,0,0,0,2,0,0,0,0,0,0,0
38,LAD-2018-09-03,2018-09-03,NYM,A,LAD,2B,4,3,1,1,0,0,0,0,0,0,0,1,0,0,1
39,LAD-2018-09-04,2018-09-04,NYM,A,LAD,PH 2B,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
40,LAD-2018-09-05,2018-09-05,NYM,A,LAD,2B,5,5,2,2,1,0,0,0,0,0,0,0,0,0,0
41,NYM-2018-09-07,2018-09-07,NYM,H,PHI,2B,4,4,0,1,1,0,0,1,0,0,1,0,0,0,0
42,NYM-2018-09-08,2018-09-08,NYM,H,PHI,2B,5,5,2,3,0,1,0,0,0,0,1,0,0,0,0
43,NYM-2018-09-09,2018-09-09,NYM,H,PHI,2B,5,4,1,3,0,0,0,1,1,0,0,0,0,0,0
44,NYM-2018-09-11,2018-09-11,NYM,H,MIA,2B 3B,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
45,NYM-2018-09-12,2018-09-12,NYM,H,MIA,2B,5,5,1,3,0,1,0,2,0,0,0,0,0,0,0
46,NYM-2018-09-13,2018-09-13,NYM,H,MIA,2B,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
47,NYM-2018-09-13,2018-09-13,NYM,H,MIA,2B 3B,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0
48,BOS-2018-09-14,2018-09-14,NYM,A,BOS,2B,5,5,1,2,0,0,1,1,0,0,1,0,0,0,0
49,BOS-2018-09-15,2018-09-15,NYM,A,BOS,2B,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0
50,BOS-2018-09-16,2018-09-16,NYM,A,BOS,2B,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
51,PHI-2018-09-17,2018-09-17,NYM,A,PHI,2B,5,5,2,3,1,0,0,1,0,0,0,0,0,0,0
52,PHI-2018-09-18,2018-09-18,NYM,A,PHI,2B,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0
53,PHI-2018-09-19,2018-09-19,NYM,A,PHI,2B,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0
54,WSN-2018-09-20,2018-09-20,NYM,A,WSN,2B,6,5,1,2,1,1,0,0,0,0,3,0,1,0,0
55,WSN-2018-09-21,2018-09-21,NYM,A,WSN,2B,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
56,WSN-2018-09-23,2018-09-23,NYM,A,WSN,2B,6,5,1,4,0,0,0,1,1,0,0,0,0,0,0
57,NYM-2018-09-25,2018-09-25,NYM,H,ATL,2B,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0
58,NYM-2018-09-26,2018-09-26,NYM,H,ATL,2B,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0
59,NYM-2018-09-27,2018-09-27,NYM,H,ATL,2B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0
60,NYM-2018-09-28,2018-09-28,NYM,H,MIA,2B,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0
61,NYM-2018-09-29,2018-09-29,NYM,H,MIA,2B,6,4,0,1,0,0,0,0,1,0,1,0,1,0,0
62,NYM-2018-09-30,2018-09-30,NYM,H,MIA,2B,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0
0,WSN-2019-03-28,2019-03-28,NYM,A,WSN,3B,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0
1,WSN-2019-03-30,2019-03-30,NYM,A,WSN,LF 3B,5,5,2,4,1,1,0,2,0,0,0,0,0,0,0
2,WSN-2019-03-31,2019-03-31,NYM,A,WSN,LF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,MIA-2019-04-01,2019-04-01,NYM,A,MIA,LF,3,2,0,1,1,0,0,1,1,0,1,0,0,0,0
4,MIA-2019-04-02,2019-04-02,NYM,A,MIA,3B,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0
5,NYM-2019-04-04,2019-04-04,NYM,H,WSN,3B LF,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0
6,NYM-2019-04-06,2019-04-06,NYM,H,WSN,PH 3B,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,NYM-2019-04-07,2019-04-07,NYM,H,WSN,LF 3B,5,3,2,2,0,0,0,1,0,0,0,2,0,0,0
8,NYM-2019-04-09,2019-04-09,NYM,H,MIN,LF,5,4,0,0,0,0,0,1,1,0,1,0,0,0,0
9,NYM-2019-04-10,2019-04-10,NYM,H,MIN,LF 3B,4,4,0,2,0,0,0,1,0,0,1,0,0,0,0
10,ATL-2019-04-11,2019-04-11,NYM,A,ATL,3B,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0
11,ATL-2019-04-12,2019-04-12,NYM,A,ATL,3B,5,5,1,2,1,0,0,2,0,0,0,0,0,0,0
12,ATL-2019-04-13,2019-04-13,NYM,A,ATL,2B 3B,5,5,0,2,0,0,0,1,0,0,1,0,0,0,0
13,ATL-2019-04-14,2019-04-14,NYM,A,ATL,LF 3B,4,3,1,2,1,0,0,0,1,0,0,0,0,0,0
14,PHI-2019-04-15,2019-04-15,NYM,A,PHI,LF 3B,5,5,0,3,0,0,0,1,0,0,0,0,0,0,0
15,PHI-2019-04-16,2019-04-16,NYM,A,PHI,LF,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0
