,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf
0,STL-2019-06-02,2019-06-02,STL,H,CHC,C,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,CHC-2019-06-09,2019-06-09,STL,A,CHC,C,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,404,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.25,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.25
2,STL-2019-07-14,2019-07-14,STL,H,ARI,C,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,285,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,86.125
3,STL-2019-07-17,2019-07-17,STL,H,PIT,C,4,4,0,1,1,0,0,0,0,0,2,0,0,0,0,380,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,71.25,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,88.545
4,CIN-2019-07-19,2019-07-19,STL,A,CIN,C,4,4,1,1,1,0,0,1,0,0,1,0,0,0,0,420,0.174,8,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,83.125,0.089,15,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.0,0.0,90.267
5,CIN-2019-07-21,2019-07-21,STL,A,CIN,C,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,420,0.221,12,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,90.417,0.139,19,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.263,0.0,0.0,93.368
6,PIT-2019-07-22,2019-07-22,STL,A,PIT,PR C,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0.22,16,0.062,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,94.062,0.153,23,0.043,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.304,0.0,0.0,95.391
7,PIT-2019-07-24,2019-07-24,STL,A,PIT,C,5,3,2,1,0,0,1,2,2,0,0,0,0,0,1,495,0.207,17,0.059,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.353,0.0,0.0,94.353,0.147,24,0.042,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.292,0.0,0.0,95.542
8,STL-2019-07-27,2019-07-27,STL,H,HOU,C,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,380,0.315,22,0.045,0.091,0.0,0.045,0.091,0.0,0.0,0.045,0.273,0.0,0.0,95.409,0.242,29,0.034,0.069,0.0,0.034,0.069,0.0,0.0,0.034,0.241,0.0,0.0,96.138
9,OAK-2019-08-04,2019-08-04,STL,A,OAK,C,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,384,0.341,23,0.087,0.087,0.0,0.043,0.087,0.0,0.0,0.087,0.217,0.0,0.0,95.391,0.24,33,0.061,0.061,0.0,0.03,0.061,0.0,0.0,0.061,0.212,0.0,0.0,96.0
