,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP
0,SEA-2019-08-21,2019-08-21,SEA,A,TBR,CF,4,3,1,0,0,0,0,0,0,0,1,1,0,0,0
1,SEA-2019-08-23,2019-08-23,SEA,H,TOR,CF,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0
2,SEA-2019-08-24,2019-08-24,SEA,H,TOR,CF,4,4,0,1,1,0,0,0,0,0,2,0,0,0,0
3,SEA-2019-08-25,2019-08-25,SEA,H,TOR,CF,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0
4,SEA-2019-08-26,2019-08-26,SEA,H,NYY,CF,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0
5,SEA-2019-08-28,2019-08-28,SEA,H,NYY,PH CF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,SEA-2019-08-29,2019-08-29,SEA,A,TEX,CF,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0
7,SEA-2019-08-30,2019-08-30,SEA,A,TEX,CF,4,4,0,1,0,0,0,0,0,0,3,0,0,0,0
8,SEA-2019-09-02,2019-09-02,SEA,A,CHC,CF,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,SEA-2019-09-05,2019-09-05,SEA,A,HOU,RF,6,6,0,1,0,0,0,1,0,0,2,0,0,0,0
10,SEA-2019-09-06,2019-09-06,SEA,A,HOU,PH CF,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0
11,SEA-2019-09-07,2019-09-07,SEA,A,HOU,CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,SEA-2020-08-22,2020-08-22,SEA,H,TEX,RF,5,4,1,1,1,0,0,0,1,0,2,0,0,0,0
1,SEA-2020-08-25,2020-08-25,SEA,A,SDP,RF,5,4,0,0,0,0,0,0,0,0,3,1,0,0,0
2,SEA-2020-08-27,2020-08-27,SEA,A,SDP,RF,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0
3,SEA-2020-08-29,2020-08-29,SEA,A,LAA,RF,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0
4,SEA-2020-08-30,2020-08-30,SEA,A,LAA,RF,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0
5,SEA-2020-08-31,2020-08-31,SEA,A,LAA,RF,4,4,1,2,0,1,0,0,0,0,0,0,0,0,0
6,SEA-2020-09-22,2020-09-22,SEA,H,HOU,LF,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0
0,SEA-2021-04-01,2021-04-01,SEA,H,SFG,LF,5,1,0,0,0,0,0,1,3,0,0,1,0,0,0
1,SEA-2021-04-02,2021-04-02,SEA,H,SFG,LF,4,3,1,1,1,0,0,0,1,0,1,0,0,0,0
2,SEA-2021-04-03,2021-04-03,SEA,H,SFG,RF,4,2,0,0,0,0,0,0,2,0,1,0,0,0,0
3,SEA-2021-04-05,2021-04-05,SEA,H,CHW,LF,4,2,0,0,0,0,0,0,2,0,1,0,0,0,0
4,SEA-2021-04-06,2021-04-06,SEA,H,CHW,LF,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
5,SEA-2021-05-31,2021-05-31,SEA,H,OAK,RF,5,3,0,2,1,0,0,0,2,1,0,0,0,0,0
6,SEA-2021-06-01,2021-06-01,SEA,H,OAK,RF,5,4,1,0,0,0,0,0,1,0,4,0,0,0,0
7,SEA-2021-06-02,2021-06-02,SEA,H,OAK,LF,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0
8,SEA-2021-06-03,2021-06-03,SEA,A,LAA,DH,4,2,2,1,0,0,1,3,2,0,0,0,0,0,0
9,SEA-2021-06-04,2021-06-04,SEA,A,LAA,RF,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0
10,SEA-2021-06-05,2021-06-05,SEA,A,LAA,DH,4,4,1,1,0,0,1,4,0,0,1,0,0,0,0
11,SEA-2021-06-06,2021-06-06,SEA,A,LAA,PH,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0
12,SEA-2021-06-08,2021-06-08,SEA,A,DET,PH,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
13,SEA-2021-06-09,2021-06-09,SEA,A,DET,LF,5,5,1,2,0,0,0,1,0,0,2,0,0,0,0
14,SEA-2021-06-10,2021-06-10,SEA,A,DET,LF,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0
15,SEA-2021-06-11,2021-06-11,SEA,A,CLE,LF,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0
16,SEA-2021-06-12,2021-06-12,SEA,A,CLE,LF,5,4,1,1,0,0,1,2,1,0,1,0,0,0,1
17,SEA-2021-06-13,2021-06-13,SEA,A,CLE,PH RF LF,5,5,1,1,0,0,1,2,0,0,2,0,0,0,0
18,SEA-2021-06-14,2021-06-14,SEA,H,MIN,DH LF,4,2,1,2,0,0,0,1,2,0,0,0,0,0,0
19,SEA-2021-06-15,2021-06-15,SEA,H,MIN,CF,5,4,1,1,0,0,0,1,1,0,2,0,0,0,0
20,SEA-2021-06-16,2021-06-16,SEA,H,MIN,LF,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0
21,SEA-2021-06-17,2021-06-17,SEA,H,TBR,PH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22,SEA-2021-06-18,2021-06-18,SEA,H,TBR,LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,SEA-2021-06-19,2021-06-19,SEA,H,TBR,CF LF,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0
24,SEA-2021-06-20,2021-06-20,SEA,H,TBR,CF,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0
25,SEA-2021-06-22,2021-06-22,SEA,H,COL,CF,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0
