,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP
0,MIA-2021-04-03,2021-04-03,MIA,H,TBR,P,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,MIA-2021-04-13,2021-04-13,MIA,A,ATL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MIA-2021-04-20,2021-04-20,MIA,H,BAL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,MIA-2021-04-25,2021-04-25,MIA,A,SFG,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,MIA-2021-05-01,2021-05-01,MIA,A,WSN,P,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,MIA-2021-08-05,2021-08-05,MIA,H,NYM,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,MIA-2021-08-06,2021-08-06,MIA,A,COL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,MIA-2021-08-08,2021-08-08,MIA,A,COL,P,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8,MIA-2021-08-15,2021-08-15,MIA,H,CHC,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,MIA-2021-08-16,2021-08-16,MIA,H,ATL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,MIA-2021-08-18,2021-08-18,MIA,H,ATL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,MIA-2021-08-27,2021-08-27,MIA,H,CIN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,MIA-2021-09-07,2021-09-07,MIA,H,NYM,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,MIA-2021-09-12,2021-09-12,MIA,A,ATL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,MIA-2021-09-15,2021-09-15,MIA,A,WSN,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,MIA-2021-09-18,2021-09-18,MIA,H,PIT,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
