,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf
0,CIN-2017-04-06,2017-04-06,PHI,A,CIN,C,4,2,0,0,0,0,0,0,2,0,2,0,0,0,0,408,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,PHI-2017-04-09,2017-04-09,PHI,H,WSN,C,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,400,0.346,5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,81.6,0.346,5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,81.6
2,PHI-2017-04-11,2017-04-11,PHI,H,NYM,PH,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0.414,9,0.0,0.111,0.0,0.0,0.333,0.0,0.0,0.0,0.222,0.0,0.0,89.778,0.414,9,0.0,0.111,0.0,0.0,0.333,0.0,0.0,0.0,0.222,0.0,0.0,89.778
3,PHI-2017-04-12,2017-04-12,PHI,H,NYM,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.465,10,0.1,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,90.8,0.466,10,0.1,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,90.8
4,WSN-2017-04-15,2017-04-15,PHI,A,WSN,C,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,306,0.419,11,0.091,0.091,0.0,0.0,0.273,0.0,0.0,0.0,0.182,0.0,0.0,91.636,0.419,11,0.091,0.091,0.0,0.0,0.273,0.0,0.0,0.0,0.182,0.0,0.0,91.636
5,NYM-2017-04-20,2017-04-20,PHI,A,NYM,C,4,4,0,1,1,0,0,1,0,0,1,0,0,0,0,376,0.322,14,0.071,0.071,0.0,0.0,0.214,0.0,0.0,0.0,0.214,0.0,0.0,93.857,0.323,14,0.071,0.071,0.0,0.0,0.214,0.0,0.0,0.0,0.214,0.0,0.0,93.857
6,PHI-2017-04-23,2017-04-23,PHI,H,ATL,C,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,300,0.319,18,0.056,0.111,0.0,0.0,0.167,0.0,0.0,0.0,0.222,0.0,0.0,93.889,0.32,18,0.056,0.111,0.0,0.0,0.167,0.0,0.0,0.0,0.222,0.0,0.0,93.889
7,PHI-2017-04-27,2017-04-27,PHI,H,MIA,C,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,300,0.252,17,0.059,0.118,0.0,0.0,0.059,0.0,0.0,0.059,0.176,0.0,0.0,93.059,0.272,21,0.048,0.095,0.0,0.0,0.143,0.0,0.0,0.048,0.238,0.0,0.0,94.762
8,LAD-2017-04-29,2017-04-29,PHI,A,LAD,C,4,4,1,3,1,0,1,1,0,0,0,0,0,0,0,384,0.295,20,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.05,0.15,0.0,0.0,94.1,0.305,24,0.083,0.083,0.0,0.0,0.167,0.0,0.0,0.042,0.208,0.0,0.0,95.417
9,CHC-2017-05-03,2017-05-03,PHI,A,CHC,C,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,400,0.405,18,0.111,0.111,0.0,0.056,0.056,0.0,0.0,0.056,0.167,0.0,0.0,92.556,0.413,28,0.107,0.107,0.0,0.036,0.143,0.0,0.0,0.036,0.179,0.0,0.0,95.5
10,PHI-2017-05-07,2017-05-07,PHI,H,WSN,C,4,3,0,0,0,0,0,0,1,0,1,0,0,0,1,400,0.432,19,0.158,0.105,0.0,0.053,0.053,0.0,0.0,0.053,0.211,0.0,0.0,92.632,0.388,32,0.125,0.094,0.0,0.031,0.125,0.0,0.0,0.031,0.219,0.0,0.0,96.062
11,PHI-2017-05-10,2017-05-10,PHI,H,SEA,C,4,2,0,1,0,0,0,0,2,0,0,0,0,0,0,400,0.385,23,0.13,0.087,0.0,0.043,0.087,0.0,0.0,0.087,0.217,0.0,0.0,93.913,0.363,36,0.111,0.083,0.0,0.028,0.139,0.0,0.0,0.056,0.222,0.0,0.0,96.5
12,WSN-2017-05-14,2017-05-14,PHI,A,WSN,PR C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,20,0.2,0.05,0.0,0.05,0.2,0.0,0.0,0.05,0.15,0.0,0.0,94.2,0.384,40,0.125,0.075,0.0,0.025,0.175,0.0,0.0,0.05,0.2,0.0,0.0,96.85
