,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP
0,WSN-2020-08-21,2020-08-21,MIA,A,WSN,RF,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0
1,WSN-2020-08-22,2020-08-22,MIA,A,WSN,RF,3,2,0,0,0,0,0,1,1,0,1,0,0,0,0
2,WSN-2020-08-22,2020-08-22,MIA,A,WSN,RF,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0
3,WSN-2020-08-23,2020-08-23,MIA,A,WSN,RF,4,4,0,1,1,0,0,1,0,0,0,0,0,0,0
4,WSN-2020-08-24,2020-08-24,MIA,A,WSN,RF,5,4,1,0,0,0,0,0,1,0,1,0,0,0,1
5,NYM-2020-08-25,2020-08-25,MIA,A,NYM,RF,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,NYM-2020-08-25,2020-08-25,MIA,A,NYM,RF,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0
7,NYM-2020-08-26,2020-08-26,MIA,A,NYM,PH RF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8,MIA-2020-08-29,2020-08-29,MIA,H,TBR,RF,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0
9,NYM-2020-08-31,2020-08-31,MIA,A,NYM,RF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,NYM-2021-04-11,2021-04-11,MIA,A,NYM,PH RF,5,5,0,1,0,0,0,0,0,0,3,0,0,0,0
1,STL-2021-06-15,2021-06-15,MIA,A,STL,LF,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0
2,STL-2021-06-16,2021-06-16,MIA,A,STL,RF,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0
3,CHC-2021-06-18,2021-06-18,MIA,A,CHC,LF,5,5,0,1,0,0,0,0,0,0,3,0,0,0,0
4,CHC-2021-06-19,2021-06-19,MIA,A,CHC,LF,5,5,1,2,0,0,1,2,0,0,1,0,0,0,0
5,CHC-2021-06-20,2021-06-20,MIA,A,CHC,LF,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0
6,MIA-2021-06-22,2021-06-22,MIA,H,TOR,LF,3,3,1,1,0,0,1,1,0,0,0,0,0,0,0
