,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP
0,MIL-2014-04-02,2014-04-02,ATL,A,MIL,C,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0
1,WSN-2014-04-06,2014-04-06,ATL,A,WSN,C,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0
2,ATL-2014-04-08,2014-04-08,ATL,H,NYM,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ATL-2014-04-13,2014-04-13,ATL,H,WSN,C,5,4,0,0,0,0,0,0,1,0,3,0,0,0,0
4,PHI-2014-04-17,2014-04-17,ATL,A,PHI,C,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0
5,NYM-2014-04-19,2014-04-19,ATL,A,NYM,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,NYM-2014-04-20,2014-04-20,ATL,A,NYM,C,4,1,0,0,0,0,0,0,3,1,0,0,0,0,0
7,ATL-2014-04-23,2014-04-23,ATL,H,MIA,C,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0
8,ATL-2014-04-27,2014-04-27,ATL,H,CIN,C,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0
9,MIA-2014-04-30,2014-04-30,ATL,A,MIA,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,ATL-2014-05-02,2014-05-02,ATL,H,SFG,C,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0
11,ATL-2014-05-06,2014-05-06,ATL,H,STL,C,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0
12,SFG-2014-05-12,2014-05-12,ATL,A,SFG,C,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0
13,STL-2014-05-18,2014-05-18,ATL,A,STL,C,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0
14,ATL-2014-05-20,2014-05-20,ATL,H,MIL,C,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0
15,ATL-2014-05-21,2014-05-21,ATL,H,MIL,C,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0
16,ATL-2014-05-22,2014-05-22,ATL,H,MIL,C,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0
17,ATL-2014-05-23,2014-05-23,ATL,H,COL,C,4,4,0,2,1,0,0,2,0,0,0,0,0,0,0
18,ATL-2014-05-26,2014-05-26,ATL,H,BOS,C,4,3,0,1,0,0,0,1,1,0,0,0,0,0,0
19,ATL-2014-05-27,2014-05-27,ATL,H,BOS,C,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0
20,MIA-2014-05-31,2014-05-31,ATL,A,MIA,C,5,4,3,2,0,0,0,1,1,0,1,0,0,0,0
21,ARI-2014-06-08,2014-06-08,ATL,A,ARI,C,4,4,0,2,1,0,0,0,0,0,1,0,0,0,0
22,COL-2014-06-12,2014-06-12,ATL,A,COL,C,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0
23,ATL-2014-06-14,2014-06-14,ATL,H,LAA,C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,ATL-2014-06-16,2014-06-16,ATL,H,PHI,C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,ATL-2014-06-17,2014-06-17,ATL,H,PHI,C,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1
26,HOU-2014-06-24,2014-06-24,ATL,A,HOU,C,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0
27,HOU-2014-06-26,2014-06-26,ATL,A,HOU,C,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
28,PHI-2014-06-27,2014-06-27,ATL,A,PHI,C,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0
29,PHI-2014-06-28,2014-06-28,ATL,A,PHI,C,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0
30,PHI-2014-06-29,2014-06-29,ATL,A,PHI,C,4,4,0,2,1,0,0,1,0,0,1,0,0,0,0
31,ATL-2014-07-04,2014-07-04,ATL,H,ARI,C,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0
32,NYM-2014-07-09,2014-07-09,ATL,A,NYM,C,3,3,0,1,0,0,0,0,0,0,1,0,0,0,1
33,CHC-2014-07-13,2014-07-13,ATL,A,CHC,C,5,5,0,1,1,0,0,2,0,0,0,0,0,0,0
34,ATL-2014-07-20,2014-07-20,ATL,H,PHI,C,4,2,1,1,0,0,0,0,2,0,0,0,0,0,0
35,ATL-2014-07-23,2014-07-23,ATL,H,MIA,C,4,3,0,1,0,0,0,1,0,0,0,1,0,0,0
36,ATL-2014-07-27,2014-07-27,ATL,H,SDP,C,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0
37,LAD-2014-07-31,2014-07-31,ATL,A,LAD,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,SDP-2014-08-01,2014-08-01,ATL,A,SDP,C,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
39,SDP-2014-08-03,2014-08-03,ATL,A,SDP,PH C,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40,SEA-2014-08-05,2014-08-05,ATL,A,SEA,C,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0
41,ATL-2014-08-08,2014-08-08,ATL,H,WSN,PH C,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
42,ATL-2014-08-10,2014-08-10,ATL,H,WSN,C,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0
43,ATL-2014-08-14,2014-08-14,ATL,H,LAD,C,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
44,PIT-2014-08-18,2014-08-18,ATL,A,PIT,C,5,5,2,2,0,0,0,1,0,0,0,0,0,0,1
45,CIN-2014-08-22,2014-08-22,ATL,A,CIN,C,5,4,0,0,0,0,0,0,1,1,1,0,0,0,0
46,NYM-2014-08-27,2014-08-27,ATL,A,NYM,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,NYM-2014-08-28,2014-08-28,ATL,A,NYM,C,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
48,ATL-2014-09-01,2014-09-01,ATL,H,PHI,C,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0
49,WSN-2014-09-08,2014-09-08,ATL,A,WSN,C,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0
50,ATL-2014-09-20,2014-09-20,ATL,H,NYM,C,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0
51,ATL-2014-09-25,2014-09-25,ATL,H,PIT,PH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
52,PHI-2014-09-28,2014-09-28,ATL,A,PHI,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ARI-2015-04-08,2015-04-08,ARI,H,SFG,C,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
