,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf,imputed
108,SEA-2015-04-06,2015-04-06,LAA,A,SEA,C,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,288,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.354,357.0,0.134,0.056,0.0,0.02,0.146,0.008,0.022,0.008,0.241,0.014,0.0,97.381,1
109,SEA-2015-04-07,2015-04-07,LAA,A,SEA,C,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,288,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.358,356.0,0.138,0.056,0.0,0.02,0.146,0.008,0.022,0.008,0.239,0.011,0.0,97.362,1
110,SEA-2015-04-08,2015-04-08,LAA,A,SEA,C,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,384,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.358,356.0,0.138,0.056,0.0,0.02,0.146,0.008,0.022,0.008,0.244,0.011,0.0,97.362,1
111,LAA-2015-04-10,2015-04-10,LAA,H,KCR,C,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,388,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.358,356.0,0.138,0.056,0.0,0.02,0.146,0.008,0.022,0.008,0.25,0.011,0.0,97.362,1
112,LAA-2015-04-11,2015-04-11,LAA,H,KCR,PH C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.351,356.0,0.135,0.056,0.0,0.02,0.14,0.008,0.022,0.008,0.258,0.011,0.0,97.385,1
113,LAA-2015-04-12,2015-04-12,LAA,H,KCR,C,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,291,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.349,352.0,0.136,0.057,0.0,0.017,0.142,0.009,0.023,0.009,0.256,0.011,0.0,97.418,1
114,TEX-2015-04-13,2015-04-13,LAA,A,TEX,C,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,420,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.346,355.0,0.135,0.056,0.0,0.017,0.141,0.008,0.023,0.008,0.256,0.011,0.0,97.414,1
115,TEX-2015-04-14,2015-04-14,LAA,A,TEX,C,4,3,1,2,0,0,0,0,1,0,0,0,0,0,0,420,0.071,23.0,0.043,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.435,0.0,0.0,93.739,0.344,359.0,0.134,0.056,0.0,0.017,0.142,0.008,0.022,0.008,0.253,0.011,0.0,97.499,0
116,TEX-2015-04-15,2015-04-15,LAA,A,TEX,C,5,5,1,1,1,0,0,0,0,0,1,0,0,0,0,525,0.154,27.0,0.111,0.0,0.0,0.0,0.074,0.0,0.0,0.0,0.37,0.0,0.0,95.407,0.343,360.0,0.139,0.053,0.0,0.017,0.139,0.008,0.022,0.008,0.253,0.011,0.0,97.603,0
117,HOU-2015-04-17,2015-04-17,LAA,A,HOU,C,4,3,0,0,0,0,0,0,1,0,1,0,0,0,1,388,0.17,32.0,0.094,0.031,0.0,0.0,0.062,0.0,0.0,0.0,0.344,0.0,0.0,96.906,0.337,359.0,0.136,0.056,0.0,0.014,0.139,0.008,0.019,0.008,0.251,0.011,0.0,97.749,0
