,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf,imputed
0,LAD-2020-08-13,2020-08-13,SDP,A,LAD,LF,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,291,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
1,ARI-2020-08-14,2020-08-14,SDP,A,ARI,PH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,101,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
2,ARI-2020-08-15,2020-08-15,SDP,A,ARI,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
3,ARI-2020-08-16,2020-08-16,SDP,A,ARI,LF,4,3,0,0,0,0,0,0,0,0,2,0,1,0,0,404,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
4,TEX-2020-08-17,2020-08-17,SDP,A,TEX,2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
5,SDP-2020-08-22,2020-08-22,SDP,H,HOU,RF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
6,SDP-2020-08-25,2020-08-25,SDP,H,SEA,PH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
7,SDP-2020-08-27,2020-08-27,SDP,H,SEA,PH,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,96,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
8,COL-2020-08-28,2020-08-28,SDP,A,COL,LF,5,5,0,2,1,0,0,1,0,0,1,0,0,0,0,565,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
9,COL-2020-08-30,2020-08-30,SDP,A,COL,RF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
10,LAA-2020-09-02,2020-09-02,SDP,A,LAA,PH RF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
11,LAA-2020-09-03,2020-09-03,SDP,A,LAA,CF,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,204,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
12,OAK-2020-09-05,2020-09-05,SDP,A,OAK,DH,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,376,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
13,SDP-2020-09-07,2020-09-07,SDP,H,COL,PR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
14,SDP-2020-09-08,2020-09-08,SDP,H,COL,2B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
15,SDP-2020-09-13,2020-09-13,SDP,H,SFG,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
16,SDP-2020-09-14,2020-09-14,SDP,H,LAD,2B,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,192,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
17,SDP-2020-09-15,2020-09-15,SDP,H,LAD,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
18,SDP-2020-09-20,2020-09-20,SDP,H,SEA,PR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
19,SFG-2020-09-25,2020-09-25,SDP,A,SFG,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
20,SFG-2020-09-26,2020-09-26,SDP,A,SFG,2B,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,97,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
21,SFG-2020-09-27,2020-09-27,SDP,A,SFG,PR 2B,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,194,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,0.002,100.0,1
22,SDP-2021-04-02,2021-04-02,SDP,H,ARI,LF,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,288,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,0.004,100.0,0.317,674,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,0.004,100.0,1
23,SDP-2021-04-03,2021-04-03,SDP,H,ARI,LF,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,384,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,0.004,100.0,0.317,674,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,0.004,100.0,1
24,SDP-2021-04-04,2021-04-04,SDP,H,ARI,PH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,96,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,0.004,100.0,0.317,674,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,0.004,100.0,1
25,SDP-2021-04-05,2021-04-05,SDP,H,SFG,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,0.004,100.0,0.317,674,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,0.004,100.0,1
26,SDP-2021-04-07,2021-04-07,SDP,H,SFG,CF,4,4,0,1,0,0,0,1,0,0,2,0,0,0,0,384,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,0.004,100.0,0.317,674,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,0.004,100.0,1
27,TEX-2021-04-10,2021-04-10,SDP,A,TEX,3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,0.004,100.0,0.238,42,0.071,0.119,0.0,0.0,0.024,0.0,0.0,0.024,0.357,0.0,0.024,96.714,1
28,PIT-2021-04-13,2021-04-13,SDP,A,PIT,PH RF,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,300,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,0.004,100.0,0.238,42,0.071,0.119,0.0,0.0,0.024,0.0,0.0,0.024,0.357,0.0,0.024,96.714,1
29,PIT-2021-04-14,2021-04-14,SDP,A,PIT,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,0.004,100.0,0.272,45,0.067,0.111,0.0,0.0,0.044,0.0,0.044,0.022,0.333,0.0,0.022,96.933,1
30,PIT-2021-04-15,2021-04-15,SDP,A,PIT,RF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,0.004,100.0,0.266,46,0.065,0.109,0.0,0.0,0.043,0.0,0.043,0.022,0.326,0.0,0.022,97.0,1
31,SDP-2021-04-16,2021-04-16,SDP,H,LAD,PH,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,0.004,100.0,0.26,47,0.064,0.106,0.0,0.0,0.043,0.0,0.043,0.021,0.34,0.0,0.021,97.064,1
32,SDP-2021-04-18,2021-04-18,SDP,H,LAD,CF,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,384,0.374,20,0.1,0.1,0.0,0.0,0.05,0.0,0.15,0.0,0.25,0.0,0.0,92.2,0.27,48,0.062,0.104,0.0,0.0,0.042,0.0,0.062,0.021,0.333,0.0,0.021,97.042,0
33,SDP-2021-04-19,2021-04-19,SDP,H,MIL,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0.309,24,0.083,0.083,0.0,0.0,0.042,0.0,0.125,0.0,0.25,0.0,0.0,92.833,0.248,52,0.058,0.096,0.0,0.0,0.038,0.0,0.058,0.019,0.327,0.0,0.019,96.962,0
34,SDP-2021-04-20,2021-04-20,SDP,H,MIL,PH,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,96,0.296,25,0.08,0.08,0.0,0.0,0.04,0.0,0.12,0.0,0.24,0.0,0.0,92.96,0.244,53,0.057,0.094,0.0,0.0,0.038,0.0,0.057,0.019,0.321,0.0,0.019,96.943,0
35,SDP-2021-04-21,2021-04-21,SDP,H,MIL,PH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,96,0.319,26,0.115,0.077,0.0,0.0,0.038,0.0,0.115,0.0,0.231,0.0,0.0,93.077,0.256,54,0.074,0.093,0.0,0.0,0.037,0.0,0.056,0.019,0.315,0.0,0.019,96.926,0
36,LAD-2021-04-24,2021-04-24,SDP,A,LAD,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,20,0.1,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.3,0.0,0.0,92.2,0.251,55,0.073,0.091,0.0,0.0,0.036,0.0,0.055,0.018,0.327,0.0,0.018,96.909,0
