,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf
0,SDP-2016-06-14,2016-06-14,SDP,H,MIA,3B,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,388,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SDP-2016-06-15,2016-06-15,SDP,H,MIA,3B,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,388,0.31,5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,77.6,0.314,5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,77.6
2,SDP-2016-06-16,2016-06-16,SDP,H,WSN,3B,4,3,0,0,0,0,0,0,1,0,1,0,0,0,1,388,0.155,9,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.111,0.0,86.222,0.157,9,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.111,0.0,86.222
3,SDP-2016-06-17,2016-06-17,SDP,H,WSN,2B,4,2,0,1,1,0,0,0,2,0,1,0,0,0,0,388,0.161,13,0.0,0.077,0.0,0.0,0.077,0.0,0.0,0.077,0.154,0.077,0.0,89.538,0.162,13,0.0,0.077,0.0,0.0,0.077,0.0,0.0,0.077,0.154,0.077,0.0,89.538
4,SDP-2016-06-18,2016-06-18,SDP,H,WSN,2B,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,291,0.285,17,0.0,0.118,0.0,0.0,0.176,0.0,0.0,0.059,0.176,0.059,0.0,91.294,0.286,17,0.0,0.118,0.0,0.0,0.176,0.0,0.0,0.059,0.176,0.059,0.0,91.294
5,SDP-2016-06-19,2016-06-19,SDP,H,WSN,PH,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,97,0.24,20,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.05,0.25,0.05,0.0,92.15,0.241,20,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.05,0.25,0.05,0.0,92.15
6,BAL-2016-06-21,2016-06-21,SDP,A,BAL,2B,5,2,1,0,0,0,0,0,2,0,1,1,0,0,0,500,0.272,21,0.048,0.095,0.0,0.0,0.143,0.0,0.0,0.048,0.238,0.048,0.0,92.381,0.273,21,0.048,0.095,0.0,0.0,0.143,0.0,0.0,0.048,0.238,0.048,0.0,92.381
7,BAL-2016-06-22,2016-06-22,SDP,A,BAL,2B,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,300,0.302,26,0.038,0.077,0.0,0.0,0.192,0.0,0.038,0.038,0.231,0.038,0.0,93.846,0.302,26,0.038,0.077,0.0,0.0,0.192,0.0,0.038,0.038,0.231,0.038,0.0,93.846
8,CIN-2016-06-23,2016-06-23,SDP,A,CIN,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0.269,29,0.034,0.069,0.0,0.0,0.172,0.0,0.034,0.034,0.241,0.034,0.0,94.483,0.27,29,0.034,0.069,0.0,0.0,0.172,0.0,0.034,0.034,0.241,0.034,0.0,94.483
9,CIN-2016-06-24,2016-06-24,SDP,A,CIN,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0.26,30,0.033,0.067,0.0,0.0,0.167,0.0,0.033,0.033,0.233,0.033,0.0,94.733,0.26,30,0.033,0.067,0.0,0.0,0.167,0.0,0.033,0.033,0.233,0.033,0.0,94.733
