,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf,imputed
44,MIN-2017-04-23,2017-04-23,DET,A,MIN,RF,5,4,2,3,1,0,0,2,1,0,1,0,0,0,0,505,0.325,76.0,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686.0,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
45,DET-2017-04-25,2017-04-25,DET,H,SEA,RF,6,6,1,3,1,1,0,0,0,0,1,0,0,0,0,606,0.325,76.0,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686.0,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
46,DET-2017-04-27,2017-04-27,DET,H,SEA,RF,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,303,0.325,76.0,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686.0,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
47,DET-2017-04-28,2017-04-28,DET,H,CHW,RF,4,4,0,1,0,0,0,0,0,0,2,0,0,0,1,404,0.325,76.0,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686.0,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
48,DET-2017-04-29,2017-04-29,DET,H,CHW,PR RF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,76.0,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686.0,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
49,DET-2017-04-30,2017-04-30,DET,H,CHW,RF,4,3,2,1,1,0,0,1,1,0,0,0,0,0,0,404,0.325,76.0,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686.0,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
50,DET-2017-05-01,2017-05-01,DET,H,CLE,RF,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0.461,23.0,0.174,0.13,0.043,0.0,0.087,0.0,0.0,0.043,0.217,0.0,0.0,96.609,0.325,686.0,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
51,DET-2017-05-02,2017-05-02,DET,H,CLE,RF,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0.39,27.0,0.148,0.111,0.037,0.0,0.074,0.0,0.0,0.037,0.185,0.0,0.0,97.259,0.325,686.0,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
52,DET-2017-05-03,2017-05-03,DET,H,CLE,RF,4,4,0,2,0,0,0,1,0,0,2,0,0,0,0,404,0.35,30.0,0.133,0.1,0.033,0.0,0.067,0.0,0.0,0.033,0.167,0.0,0.0,97.633,0.325,686.0,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
53,OAK-2017-05-05,2017-05-05,DET,A,OAK,RF,4,4,1,2,1,1,0,3,0,0,1,0,0,0,0,388,0.36,34.0,0.176,0.088,0.029,0.0,0.059,0.0,0.0,0.029,0.206,0.0,0.0,98.029,0.325,686.0,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
