,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP
0,CIN-2017-04-24,2017-04-24,CIN,A,MIL,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CIN-2017-06-24,2017-06-24,CIN,A,WSN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,CIN-2017-06-29,2017-06-29,CIN,H,MIL,P,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,CIN-2017-07-05,2017-07-05,CIN,A,COL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,CIN-2017-07-08,2017-07-08,CIN,A,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,CIN-2017-07-14,2017-07-14,CIN,H,WSN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,CIN-2017-07-16,2017-07-16,CIN,H,WSN,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,CIN-2017-07-20,2017-07-20,CIN,H,ARI,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,CIN-2017-09-03,2017-09-03,CIN,A,PIT,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIN-2017-09-05,2017-09-05,CIN,H,MIL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,CIN-2017-09-08,2017-09-08,CIN,A,NYM,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CIN-2017-09-12,2017-09-12,CIN,A,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CIN-2017-09-19,2017-09-19,CIN,H,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,CIN-2017-09-21,2017-09-21,CIN,H,STL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CIN-2017-09-22,2017-09-22,CIN,H,BOS,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,CIN-2017-09-26,2017-09-26,CIN,A,MIL,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,CIN-2017-09-30,2017-09-30,CIN,A,CHC,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
