,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP
0,SEA-2019-06-16,2019-06-16,SEA,A,OAK,1B,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1,SEA-2019-06-17,2019-06-17,SEA,H,KCR,1B,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0
2,SEA-2019-06-18,2019-06-18,SEA,H,KCR,3B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SEA-2019-06-19,2019-06-19,SEA,H,KCR,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,SEA-2019-06-20,2019-06-20,SEA,H,BAL,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,SEA-2019-06-21,2019-06-21,SEA,H,BAL,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,SEA-2019-06-22,2019-06-22,SEA,H,BAL,3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,SEA-2019-06-23,2019-06-23,SEA,H,BAL,1B,5,4,1,1,0,0,0,1,0,0,2,1,0,0,0
8,SEA-2019-06-25,2019-06-25,SEA,A,MIL,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,SEA-2019-06-26,2019-06-26,SEA,A,MIL,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,SEA-2019-06-28,2019-06-28,SEA,A,HOU,1B,4,3,1,2,0,0,1,1,1,0,1,0,0,0,0
11,SEA-2019-07-02,2019-07-02,SEA,H,STL,1B,4,4,1,2,1,0,0,0,0,0,2,0,0,0,0
12,SEA-2019-07-03,2019-07-03,SEA,H,STL,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,SEA-2019-07-04,2019-07-04,SEA,H,STL,C,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
14,SEA-2019-07-05,2019-07-05,SEA,H,OAK,PH LF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15,SEA-2019-07-06,2019-07-06,SEA,H,OAK,1B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0
16,SEA-2019-07-07,2019-07-07,SEA,H,OAK,PH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
17,SEA-2019-07-12,2019-07-12,SEA,A,LAA,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,SEA-2019-07-14,2019-07-14,SEA,A,LAA,1B 2B,4,4,1,2,0,0,1,1,0,0,0,0,0,0,0
19,SEA-2019-07-16,2019-07-16,SEA,A,OAK,1B,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0
20,SEA-2019-07-19,2019-07-19,SEA,H,LAA,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,SEA-2019-07-20,2019-07-20,SEA,H,LAA,1B,3,2,0,1,0,0,0,0,1,0,1,0,0,0,0
22,SEA-2019-07-21,2019-07-21,SEA,H,LAA,1B,4,4,1,1,0,0,0,0,0,0,2,0,0,0,0
23,SEA-2019-07-22,2019-07-22,SEA,H,TEX,1B,4,3,2,2,0,0,1,3,0,0,0,1,0,0,0
24,SEA-2019-07-23,2019-07-23,SEA,H,TEX,2B,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
25,SEA-2019-07-24,2019-07-24,SEA,H,TEX,2B 1B,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0
26,SEA-2019-07-25,2019-07-25,SEA,H,DET,1B,4,4,0,2,1,0,0,0,0,0,1,0,0,0,0
27,SEA-2019-07-26,2019-07-26,SEA,H,DET,1B,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0
28,SEA-2019-07-27,2019-07-27,SEA,H,DET,2B,5,4,2,2,1,1,0,3,1,1,2,0,0,0,0
29,SEA-2019-07-28,2019-07-28,SEA,H,DET,2B,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0
30,SEA-2019-07-30,2019-07-30,SEA,A,TEX,2B,5,5,0,3,2,0,0,0,0,0,0,0,0,0,0
31,SEA-2019-07-31,2019-07-31,SEA,A,TEX,2B,4,4,3,3,0,0,1,1,0,0,0,0,0,0,0
32,SEA-2019-08-02,2019-08-02,SEA,A,HOU,2B,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0
33,SEA-2019-08-03,2019-08-03,SEA,A,HOU,2B,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SEA-2019-08-04,2019-08-04,SEA,A,HOU,2B,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0
35,SEA-2019-08-06,2019-08-06,SEA,H,SDP,2B 1B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0
36,SEA-2019-08-07,2019-08-07,SEA,H,SDP,2B,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0
37,SEA-2019-08-09,2019-08-09,SEA,H,TBR,2B,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0
38,SEA-2019-08-10,2019-08-10,SEA,H,TBR,1B,4,4,1,2,0,0,0,0,0,0,2,0,0,0,0
39,SEA-2019-08-11,2019-08-11,SEA,H,TBR,1B,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
40,SEA-2019-08-13,2019-08-13,SEA,A,DET,RF 1B,5,4,1,1,0,0,0,0,1,0,0,0,0,0,0
