,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,425626,5.1,6,3,2,4,0,89,55
1,469134,1.2,1,0,0,3,0,26,18
2,605338,1.0,3,2,1,1,1,34,24
