,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,488768,4.0,6,6,4,3,1,75,42
1,605541,1.0,0,0,1,1,0,19,8
2,605276,2.0,1,0,2,2,0,42,26
3,643316,1.0,2,1,1,2,1,28,16
