,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,543243,4.0,2,0,0,6,0,60,34
1,596112,1.0,0,0,0,1,0,13,9
2,435043,1.0,1,0,1,1,0,21,13
3,456696,2.0,1,0,1,2,0,37,22
4,593974,1.0,1,0,1,0,0,13,8
