,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,607231,5.1,4,4,3,2,1,79,48
1,594577,0.2,2,2,0,0,0,19,11
2,518813,1.0,0,0,0,1,0,12,8
3,663855,2.0,0,0,0,1,0,21,18
