,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,669214,5.0,3,2,2,6,2,84,56
1,606625,1.0,0,0,1,1,0,16,8
2,453265,1.0,0,0,0,1,0,11,7
3,473879,1.0,0,0,0,1,0,13,9
4,519293,1.0,0,0,1,2,0,22,12
5,453343,2.0,1,0,0,1,0,22,17
6,641627,1.0,1,0,0,2,0,18,12
