,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,572362,5.1,7,4,1,7,1,85,54
1,664208,1.2,1,0,0,1,0,14,10
2,592858,1.0,2,0,1,1,0,25,18
3,476594,1.0,0,0,0,0,0,8,6
