,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,621244,5.0,5,2,2,6,0,87,59
1,641427,1.0,1,0,0,1,0,18,13
2,519151,0.2,0,0,0,0,0,3,2
3,573124,0.1,1,0,1,0,0,10,4
4,543859,2.0,2,2,0,1,1,25,18
