,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,592351,7.1,5,1,1,6,0,93,64
1,493603,0.2,0,0,0,1,0,6,5
2,451584,1.0,0,0,0,1,0,14,8
