,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,450308,5.2,6,5,2,1,3,81,45
1,489446,1.1,1,0,1,0,0,27,17
2,622766,1.0,1,1,0,1,0,16,10
