,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,605164,5.1,7,4,1,8,2,99,64
1,623465,1.0,2,1,1,3,0,33,18
2,643316,0.2,0,0,2,2,0,21,11
3,571710,1.0,0,0,0,2,0,16,11
