,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,519043,4.2,6,4,2,4,0,81,53
1,544993,1.1,0,0,1,0,0,19,10
2,459429,1.0,0,0,0,2,0,12,9
3,502202,1.0,0,0,0,2,0,11,8
4,448178,1.0,1,0,0,0,0,15,11
5,458584,1.0,1,1,0,1,1,14,8
